ST_CASE,STATENAME,LATITUDE,LONGITUD,FATALS,V_CONFIGNAME,year,,,,
490014,Utah,40.52245833,-111.9842889,1,"Bus (seats for more than 15 occupants, including driver)",2018,,,,
490014,Utah,40.52245833,-111.9842889,1,Not Applicable,2018,,,,
490015,Utah,40.36246389,-111.7854472,1,Not Applicable,2018,,,,
490016,Utah,40.53858056,-112.2880861,1,Not Applicable,2018,,,,
490017,Utah,40.69658611,-111.9521611,1,Not Applicable,2018,,,,
490017,Utah,40.69658611,-111.9521611,1,Not Applicable,2018,,,,
490018,Utah,40.38887222,-111.9163444,1,Not Applicable,2018,,,,
490019,Utah,39.68269167,-110.8586972,1,Not Applicable,2018,,,,
490019,Utah,39.68269167,-110.8586972,1,Not Applicable,2018,,,,
490021,Utah,37.577225,-113.8087806,1,Not Applicable,2018,,,,
490022,Utah,41.27989444,-111.9692222,1,Not Applicable,2018,,,,
490022,Utah,41.27989444,-111.9692222,1,Not Applicable,2018,,,,
490023,Utah,40.20817222,-111.6301361,2,Not Applicable,2018,,,,
490023,Utah,40.20817222,-111.6301361,2,Not Applicable,2018,,,,
490024,Utah,40.77119167,-112.1250361,1,Not Applicable,2018,,,,
490025,Utah,41.67574722,-112.1338806,1,Not Applicable,2018,,,,
490026,Utah,40.69989722,-111.8635556,1,Not Applicable,2018,,,,
490027,Utah,40.43194167,-111.7851806,1,Not Applicable,2018,,,,
490027,Utah,40.43194167,-111.7851806,1,Not Applicable,2018,,,,
490028,Utah,40.72575278,-111.9659833,1,Not Applicable,2018,,,,
490028,Utah,40.72575278,-111.9659833,1,Truck Tractor/Semi-Trailer,2018,,,,
490029,Utah,40.09015556,-111.697625,1,Not Applicable,2018,,,,
490029,Utah,40.09015556,-111.697625,1,Truck Tractor/Semi-Trailer,2018,,,,
490029,Utah,40.09015556,-111.697625,1,Not Applicable,2018,,,,
490030,Utah,38.93225278,-110.3554056,1,Not Applicable,2018,,,,
490031,Utah,38.722,-109.71545,1,Truck Tractor/Semi-Trailer,2018,,,,
490032,Utah,40.75655,-111.9120611,1,Not Applicable,2018,,,,
490033,Utah,37.18287222,-113.2741917,1,Not Applicable,2018,,,,
490033,Utah,37.18287222,-113.2741917,1,Not Applicable,2018,,,,
490034,Utah,39.00178611,-109.317775,1,Not Applicable,2018,,,,
490035,Utah,40.37395278,-111.7422972,1,Not Applicable,2018,,,,
490035,Utah,40.37395278,-111.7422972,1,Not Applicable,2018,,,,
490037,Utah,40.36205278,-111.9178056,1,Not Applicable,2018,,,,
490038,Utah,40.38745833,-111.9127917,1,Not Applicable,2018,,,,
490038,Utah,40.38745833,-111.9127917,1,Not Applicable,2018,,,,
490039,Utah,40.68687778,-111.9030417,1,Not Applicable,2018,,,,
490039,Utah,40.68687778,-111.9030417,1,Not Applicable,2018,,,,
490040,Utah,40.71839722,-111.8795667,1,Not Applicable,2018,,,,
490040,Utah,40.71839722,-111.8795667,1,Not Applicable,2018,,,,
490040,Utah,40.71839722,-111.8795667,1,Not Applicable,2018,,,,
490041,Utah,40.61662222,-111.9053194,1,Not Applicable,2018,,,,
490042,Utah,41.04651944,-111.9574083,1,Not Applicable,2018,,,,
490043,Utah,40.48193056,-111.9874361,1,Not Applicable,2018,,,,
490043,Utah,40.48193056,-111.9874361,1,Not Applicable,2018,,,,
490043,Utah,40.48193056,-111.9874361,1,Not Applicable,2018,,,,
490044,Utah,40.58163611,-111.9004222,1,Not Applicable,2018,,,,
490045,Utah,41.41496667,-111.0466583,1,Not Applicable,2018,,,,
490046,Utah,41.10370556,-112.0328806,1,Not Applicable,2018,,,,
490047,Utah,41.83027222,-111.8327861,1,Not Applicable,2018,,,,
490047,Utah,41.83027222,-111.8327861,1,Not Applicable,2018,,,,
490048,Utah,39.96385833,-111.9565694,2,Not Applicable,2018,,,,
490049,Utah,40.53694167,-111.9825389,1,Not Applicable,2018,,,,
490049,Utah,40.53694167,-111.9825389,1,Not Applicable,2018,,,,
490050,Utah,40.65311111,-111.976625,1,Not Applicable,2018,,,,
490051,Utah,40.34118611,-111.6043861,1,Not Applicable,2018,,,,
490051,Utah,40.34118611,-111.6043861,1,Not Applicable,2018,,,,
490053,Utah,40.51915556,-111.9291972,1,Not Applicable,2018,,,,
490055,Utah,41.21006389,-111.9521528,1,Not Applicable,2018,,,,
490056,Utah,37.86320556,-113.7843583,1,Not Applicable,2018,,,,
490058,Utah,38.941675,-109.3508194,1,Not Applicable,2018,,,,
490059,Utah,40.74333056,-111.9895472,1,Not Applicable,2018,,,,
490059,Utah,40.74333056,-111.9895472,1,Not Applicable,2018,,,,
490060,Utah,38.91098333,-112.3910611,1,Not Applicable,2018,,,,
490060,Utah,38.91098333,-112.3910611,1,Not Applicable,2018,,,,
490061,Utah,40.24039167,-111.6655861,1,Not Applicable,2018,,,,
490062,Utah,41.24450278,-111.9944861,1,Not Applicable,2018,,,,
490062,Utah,41.24450278,-111.9944861,1,Not Applicable,2018,,,,
490062,Utah,41.24450278,-111.9944861,1,Not Applicable,2018,,,,
490063,Utah,40.89486111,-111.8856472,1,Not Applicable,2018,,,,
490064,Utah,40.59031389,-111.9772917,1,Not Applicable,2018,,,,
490065,Utah,40.67262778,-111.9227667,1,Not Applicable,2018,,,,
490065,Utah,40.67262778,-111.9227667,1,Not Applicable,2018,,,,
490066,Utah,37.33170556,-113.6933028,1,Not Applicable,2018,,,,
490067,Utah,38.34709444,-109.3340972,1,Not Applicable,2018,,,,
490068,Utah,40.29173056,-112.2715194,1,Not Applicable,2018,,,,
490069,Utah,41.01314444,-111.3689,1,Truck Tractor/Semi-Trailer,2018,,,,
490069,Utah,41.01314444,-111.3689,1,Truck Tractor/Semi-Trailer,2018,,,,
490069,Utah,41.01314444,-111.3689,1,Not Applicable,2018,,,,
490069,Utah,41.01314444,-111.3689,1,Truck Tractor/Semi-Trailer,2018,,,,
490070,Utah,41.137925,-111.1534333,1,Not Applicable,2018,,,,
490071,Utah,40.37284444,-111.9164278,1,Not Applicable,2018,,,,
490071,Utah,40.37284444,-111.9164278,1,Not Applicable,2018,,,,
490072,Utah,40.34801944,-112.3274472,1,Not Applicable,2018,,,,
490073,Utah,40.27726667,-110.0226361,1,Not Applicable,2018,,,,
490073,Utah,40.27726667,-110.0226361,1,Not Applicable,2018,,,,
490074,Utah,37.04558056,-112.2113222,1,Not Applicable,2018,,,,
490074,Utah,37.04558056,-112.2113222,1,Truck Tractor/Double,2018,,,,
490075,Utah,40.71921389,-112.0526972,1,Not Applicable,2018,,,,
490076,Utah,40.31679722,-111.7263,1,Not Applicable,2018,,,,
490077,Utah,41.25704167,-112.1612028,1,Not Applicable,2018,,,,
490078,Utah,37.68504722,-113.1017194,1,Not Applicable,2018,,,,
490078,Utah,37.68504722,-113.1017194,1,Not Applicable,2018,,,,
490079,Utah,41.29456389,-111.9945639,1,Not Applicable,2018,,,,
490079,Utah,41.29456389,-111.9945639,1,Not Applicable,2018,,,,
490080,Utah,37.20985833,-109.1707083,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2018,,,,
490080,Utah,37.20985833,-109.1707083,1,Not Applicable,2018,,,,
490082,Utah,38.89706389,-110.5985139,1,Not Applicable,2018,,,,
490083,Utah,40.63926944,-111.9766639,1,Not Applicable,2018,,,,
490083,Utah,40.63926944,-111.9766639,1,Truck Tractor/Semi-Trailer,2018,,,,
490084,Utah,38.76913611,-112.1005611,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2018,,,,
490085,Utah,41.72409722,-111.8377694,1,Not Applicable,2018,,,,
490085,Utah,41.72409722,-111.8377694,1,Not Applicable,2018,,,,
490086,Utah,40.73208333,-111.9044667,1,Not Applicable,2018,,,,
490086,Utah,40.73208333,-111.9044667,1,Not Applicable,2018,,,,
490086,Utah,40.73208333,-111.9044667,1,Not Applicable,2018,,,,
490086,Utah,40.73208333,-111.9044667,1,Not Applicable,2018,,,,
490087,Utah,40.0008,-111.4848722,1,Not Applicable,2018,,,,
490088,Utah,40.71219444,-111.9614778,1,Not Applicable,2018,,,,
490089,Utah,37.27305556,-112.6464111,2,Not Applicable,2018,,,,
490089,Utah,37.27305556,-112.6464111,2,Not Applicable,2018,,,,
490090,Utah,40.57321667,-111.9770889,1,Single-Unit Truck (3 or more axles),2018,,,,
490090,Utah,40.57321667,-111.9770889,1,Not Applicable,2018,,,,
490091,Utah,41.24276944,-111.9699778,1,Not Applicable,2018,,,,
490091,Utah,41.24276944,-111.9699778,1,Not Applicable,2018,,,,
490091,Utah,41.24276944,-111.9699778,1,Not Applicable,2018,,,,
490092,Utah,41.02299722,-111.8371111,1,Not Applicable,2018,,,,
490093,Utah,40.94811667,-111.8926333,1,Not Applicable,2018,,,,
490093,Utah,40.94811667,-111.8926333,1,Not Applicable,2018,,,,
490094,Utah,39.31231111,-112.7654583,1,Not Applicable,2018,,,,
490095,Utah,40.66700833,-111.8399583,1,Not Applicable,2018,,,,
490096,Utah,40.70138889,-111.9294528,1,Not Applicable,2018,,,,
490097,Utah,37.73579444,-111.5973278,1,Not Applicable,2018,,,,
490098,Utah,38.47149167,-111.8330917,1,Not Applicable,2018,,,,
490098,Utah,38.47149167,-111.8330917,1,Not Applicable,2018,,,,
490099,Utah,41.13608611,-111.7870167,1,Not Applicable,2018,,,,
490100,Utah,37.49425,-113.2172694,1,Not Applicable,2018,,,,
490101,Utah,40.68977222,-111.8882667,1,Not Applicable,2018,,,,
490101,Utah,40.68977222,-111.8882667,1,Not Applicable,2018,,,,
490102,Utah,39.2053,-112.0883972,3,Not Applicable,2018,,,,
490102,Utah,39.2053,-112.0883972,3,Not Applicable,2018,,,,
490103,Utah,40.28291944,-111.6584917,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2018,,,,
490103,Utah,40.28291944,-111.6584917,1,Not Applicable,2018,,,,
490103,Utah,40.28291944,-111.6584917,1,Not Applicable,2018,,,,
490103,Utah,40.28291944,-111.6584917,1,Not Applicable,2018,,,,
490104,Utah,39.97559722,-111.7733833,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2018,,,,
490104,Utah,39.97559722,-111.7733833,1,Not Applicable,2018,,,,
490106,Utah,41.95901667,-112.6872,1,Not Applicable,2018,,,,
490107,Utah,39.163625,-112.4100944,1,Not Applicable,2018,,,,
490108,Utah,41.22075,-111.9788611,1,Not Applicable,2018,,,,
490109,Utah,40.23381944,-111.6717139,1,Not Applicable,2018,,,,
490110,Utah,40.24483056,-111.6431,1,Not Applicable,2018,,,,
490110,Utah,40.24483056,-111.6431,1,Not Applicable,2018,,,,
490111,Utah,41.92276944,-111.819175,1,Not Applicable,2018,,,,
490112,Utah,40.72548889,-111.9534639,1,Not Applicable,2018,,,,
490112,Utah,40.72548889,-111.9534639,1,Not Applicable,2018,,,,
490113,Utah,40.20185556,-111.6217972,1,Not Applicable,2018,,,,
490114,Utah,40.15560833,-111.6470917,1,Not Applicable,2018,,,,
490114,Utah,40.15560833,-111.6470917,1,Not Applicable,2018,,,,
490115,Utah,40.62376944,-112.2930167,1,Not Applicable,2018,,,,
490115,Utah,40.62376944,-112.2930167,1,Truck Pulling Trailer(s),2018,,,,
490116,Utah,38.57794722,-112.3164528,1,Not Applicable,2018,,,,
490117,Utah,40.96400833,-111.8928694,2,Not Applicable,2018,,,,
490117,Utah,40.96400833,-111.8928694,2,Not Applicable,2018,,,,
490118,Utah,39.604425,-111.7102667,1,Not Applicable,2018,,,,
490120,Utah,37.10154722,-113.5590139,1,Not Applicable,2018,,,,
490121,Utah,37.13227222,-113.5848444,1,Not Applicable,2018,,,,
490121,Utah,37.13227222,-113.5848444,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2018,,,,
490122,Utah,40.45248889,-110.870475,3,Not Applicable,2018,,,,
490122,Utah,40.45248889,-110.870475,3,Not Applicable,2018,,,,
490122,Utah,40.45248889,-110.870475,3,Not Applicable,2018,,,,
490123,Utah,40.68365556,-111.9293222,1,Not Applicable,2018,,,,
490124,Utah,40.60683611,-112.3860056,1,Not Applicable,2018,,,,
490124,Utah,40.60683611,-112.3860056,1,Not Applicable,2018,,,,
490125,Utah,40.59642778,-111.9739556,1,Not Applicable,2018,,,,
490126,Utah,41.331575,-112.0348472,1,Truck Tractor/Semi-Trailer,2018,,,,
490126,Utah,41.331575,-112.0348472,1,Not Applicable,2018,,,,
490126,Utah,41.331575,-112.0348472,1,Not Applicable,2018,,,,
490127,Utah,38.90936667,-112.39165,1,Not Applicable,2018,,,,
490128,Utah,41.522025,-111.9450583,1,Not Applicable,2018,,,,
490128,Utah,41.522025,-111.9450583,1,Not Applicable,2018,,,,
490130,Utah,40.535475,-111.410275,2,Not Applicable,2018,,,,
490130,Utah,40.535475,-111.410275,2,Not Applicable,2018,,,,
490131,Utah,40.02173889,-110.5581944,2,Not Applicable,2018,,,,
490131,Utah,40.02173889,-110.5581944,2,"Truck More Than 10,000 lbs, Cannot Classify",2018,,,,
490132,Utah,40.70378611,-112.0618583,1,Not Applicable,2018,,,,
490133,Utah,38.84731667,-111.0140306,1,Not Applicable,2018,,,,
490133,Utah,38.84731667,-111.0140306,1,Truck Tractor/Semi-Trailer,2018,,,,
490134,Utah,40.16353056,-111.5019972,1,Not Applicable,2018,,,,
490135,Utah,40.75848056,-111.9026472,1,Not Applicable,2018,,,,
490135,Utah,40.75848056,-111.9026472,1,Not Applicable,2018,,,,
490136,Utah,40.12069444,-111.6402833,1,Not Applicable,2018,,,,
490136,Utah,40.12069444,-111.6402833,1,Not Applicable,2018,,,,
490137,Utah,38.32981944,-109.0896806,1,Single-Unit Truck (3 or more axles),2018,,,,
490138,Utah,37.0264,-112.4698917,2,Not Applicable,2018,,,,
490138,Utah,37.0264,-112.4698917,2,Not Applicable,2018,,,,
490138,Utah,37.0264,-112.4698917,2,Not Applicable,2018,,,,
490138,Utah,37.0264,-112.4698917,2,Not Applicable,2018,,,,
490138,Utah,37.0264,-112.4698917,2,Not Applicable,2018,,,,
490139,Utah,40.38678611,-111.8218361,1,Not Applicable,2018,,,,
490139,Utah,40.38678611,-111.8218361,1,Not Applicable,2018,,,,
490140,Utah,41.14127778,-111.7878028,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2018,,,,
490141,Utah,40.843125,-111.9429833,1,Not Applicable,2018,,,,
490142,Utah,38.92088889,-111.9215722,1,Not Applicable,2018,,,,
490143,Utah,40.71808611,-112.110025,1,Not Applicable,2018,,,,
490143,Utah,40.71808611,-112.110025,1,Not Applicable,2018,,,,
490144,Utah,40.62988056,-111.9292944,1,Not Applicable,2018,,,,
490145,Utah,39.92055833,-111.5459361,1,Not Applicable,2018,,,,
490145,Utah,39.92055833,-111.5459361,1,Not Applicable,2018,,,,
490146,Utah,41.81398889,-112.17895,2,Not Applicable,2018,,,,
490147,Utah,41.93681389,-112.6556694,1,Not Applicable,2018,,,,
490148,Utah,40.04923056,-111.6542139,1,Not Applicable,2018,,,,
490148,Utah,40.04923056,-111.6542139,1,Not Applicable,2018,,,,
490149,Utah,38.31701389,-112.3694028,1,Not Applicable,2018,,,,
490150,Utah,40.65420556,-112.0707806,2,Not Applicable,2018,,,,
490151,Utah,38.353425,-111.5739222,1,Not Applicable,2018,,,,
490151,Utah,38.353425,-111.5739222,1,"Truck More Than 10,000 lbs, Cannot Classify",2018,,,,
490152,Utah,40.74395556,-111.6571361,1,Not Applicable,2018,,,,
490153,Utah,37.892925,-112.7925194,1,Not Applicable,2018,,,,
490153,Utah,37.892925,-112.7925194,1,Not Applicable,2018,,,,
490154,Utah,40.68451667,-111.9388944,1,Not Applicable,2018,,,,
490155,Utah,37.63571667,-112.9486417,1,Not Applicable,2018,,,,
490156,Utah,40.745375,-112.1830944,1,Truck Tractor/Semi-Trailer,2018,,,,
490156,Utah,40.745375,-112.1830944,1,Not Applicable,2018,,,,
490157,Utah,40.45511111,-109.9366306,1,Not Applicable,2018,,,,
490158,Utah,40.37626667,-111.8865167,1,Not Applicable,2018,,,,
490158,Utah,40.37626667,-111.8865167,1,"Truck More Than 10,000 lbs, Cannot Classify",2018,,,,
490159,Utah,40.70659167,-112.253825,1,Not Applicable,2018,,,,
490160,Utah,41.139825,-112.02605,1,Not Applicable,2018,,,,
490160,Utah,41.139825,-112.02605,1,Not Applicable,2018,,,,
490161,Utah,40.52231389,-111.9292194,1,Not Applicable,2018,,,,
490162,Utah,40.563775,-112.0327472,1,Not Applicable,2018,,,,
490163,Utah,41.23876389,-112.0149639,1,Not Applicable,2018,,,,
490164,Utah,40.00107778,-111.4868028,1,Not Applicable,2018,,,,
490165,Utah,40.08543333,-111.7032833,1,Not Applicable,2018,,,,
490165,Utah,40.08543333,-111.7032833,1,Not Applicable,2018,,,,
490166,Utah,40.72401667,-111.9533333,1,Not Applicable,2018,,,,
490167,Utah,40.58815556,-111.8801111,1,Not Applicable,2018,,,,
490168,Utah,39.93333333,-111.1544,1,Truck Tractor/Semi-Trailer,2018,,,,
490169,Utah,40.78009444,-111.9327278,1,Not Applicable,2018,,,,
490170,Utah,40.22373611,-111.6712528,1,Not Applicable,2018,,,,
490171,Utah,41.75073889,-111.9794222,1,Not Applicable,2018,,,,
490171,Utah,41.75073889,-111.9794222,1,Not Applicable,2018,,,,
490172,Utah,41.77790556,-112.0211972,1,Not Applicable,2018,,,,
490173,Utah,40.50057222,-111.9687472,1,Not Applicable,2018,,,,
490175,Utah,40.29343611,-111.6933972,1,Not Applicable,2018,,,,
490175,Utah,40.29343611,-111.6933972,1,Not Applicable,2018,,,,
490176,Utah,40.69988611,-111.8713444,1,Not Applicable,2018,,,,
490178,Utah,40.77291111,-111.7110806,1,Not Applicable,2018,,,,
490179,Utah,41.28142778,-112.0261333,1,Not Applicable,2018,,,,
490179,Utah,41.28142778,-112.0261333,1,Truck Tractor/Semi-Trailer,2018,,,,
490179,Utah,41.28142778,-112.0261333,1,Not Applicable,2018,,,,
490179,Utah,41.28142778,-112.0261333,1,Not Applicable,2018,,,,
490179,Utah,41.28142778,-112.0261333,1,Not Applicable,2018,,,,
490179,Utah,41.28142778,-112.0261333,1,Not Applicable,2018,,,,
490179,Utah,41.28142778,-112.0261333,1,Not Applicable,2018,,,,
490179,Utah,41.28142778,-112.0261333,1,Not Applicable,2018,,,,
490180,Utah,40.74074444,-113.08015,1,Not Applicable,2018,,,,
490181,Utah,40.58155278,-112.0498667,1,Not Applicable,2018,,,,
490182,Utah,40.71025278,-111.8882972,1,Not Applicable,2018,,,,
490182,Utah,40.71025278,-111.8882972,1,Not Applicable,2018,,,,
490182,Utah,40.71025278,-111.8882972,1,Not Applicable,2018,,,,
490183,Utah,37.62786944,-113.1239528,1,Not Applicable,2018,,,,
490184,Utah,40.562225,-111.9671528,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2018,,,,
490184,Utah,40.562225,-111.9671528,1,Not Applicable,2018,,,,
490185,Utah,40.68971667,-112.2647528,1,Not Applicable,2018,,,,
490185,Utah,40.68971667,-112.2647528,1,Not Applicable,2018,,,,
490185,Utah,40.68971667,-112.2647528,1,Not Applicable,2018,,,,
490186,Utah,41.103475,-111.9600278,1,Not Applicable,2018,,,,
490187,Utah,41.10356111,-112.0153306,1,Not Applicable,2018,,,,
490187,Utah,41.10356111,-112.0153306,1,Not Applicable,2018,,,,
490188,Utah,41.72776111,-111.8350667,1,Not Applicable,2018,,,,
490189,Utah,37.19416667,-109.1434056,1,Not Applicable,2018,,,,
490189,Utah,37.19416667,-109.1434056,1,Not Applicable,2018,,,,
490191,Utah,41.71928333,-111.8313472,1,Not Applicable,2018,,,,
490191,Utah,41.71928333,-111.8313472,1,Not Applicable,2018,,,,
490192,Utah,41.27937778,-111.9591611,1,Not Applicable,2018,,,,
490193,Utah,41.27405278,-111.9693417,1,Not Applicable,2018,,,,
490193,Utah,41.27405278,-111.9693417,1,Not Applicable,2018,,,,
490194,Utah,40.149,-111.5764722,1,Not Applicable,2018,,,,
490194,Utah,40.149,-111.5764722,1,Not Applicable,2018,,,,
490195,Utah,37.37088056,-113.6628694,1,Not Applicable,2018,,,,
490195,Utah,37.37088056,-113.6628694,1,Not Applicable,2018,,,,
490196,Utah,40.97869444,-111.8834528,1,Not Applicable,2018,,,,
490197,Utah,38.71138611,-111.8951722,1,Not Applicable,2018,,,,
490198,Utah,40.687025,-111.8019139,1,Not Applicable,2018,,,,
490199,Utah,40.54803611,-111.4202333,1,Truck Tractor/Double,2018,,,,
490200,Utah,39.97448611,-111.3399833,1,Not Applicable,2018,,,,
490200,Utah,39.97448611,-111.3399833,1,Not Applicable,2018,,,,
490201,Utah,40.50961389,-112.0649833,3,Not Applicable,2018,,,,
490202,Utah,37.01087778,-110.203425,1,Not Applicable,2018,,,,
490203,Utah,40.17773333,-110.5109222,1,Not Applicable,2018,,,,
490203,Utah,40.17773333,-110.5109222,1,Truck Tractor/Double,2018,,,,
490204,Utah,41.30466111,-111.9687611,2,Not Applicable,2018,,,,
490204,Utah,41.30466111,-111.9687611,2,Not Applicable,2018,,,,
490204,Utah,41.30466111,-111.9687611,2,Not Applicable,2018,,,,
490205,Utah,40.70032778,-112.486975,1,Not Applicable,2018,,,,
490206,Utah,40.60598333,-111.4289278,6,Truck Tractor (Bobtail),2018,,,,
490206,Utah,40.60598333,-111.4289278,6,Not Applicable,2018,,,,
490206,Utah,40.60598333,-111.4289278,6,Not Applicable,2018,,,,
490207,Utah,41.90561944,-111.3772028,1,Not Applicable,2018,,,,
490208,Utah,41.94668056,-111.3933972,1,Truck Tractor/Semi-Trailer,2018,,,,
490209,Utah,40.03671667,-111.7290139,1,Not Applicable,2018,,,,
490210,Utah,40.34520556,-111.2660139,1,Not Applicable,2018,,,,
490210,Utah,40.34520556,-111.2660139,1,Not Applicable,2018,,,,
490211,Utah,38.85145,-110.8833278,1,Truck Tractor/Semi-Trailer,2018,,,,
490212,Utah,40.25366944,-111.6697111,1,Not Applicable,2018,,,,
490213,Utah,41.02182222,-111.92495,1,Not Applicable,2018,,,,
490213,Utah,41.02182222,-111.92495,1,Not Applicable,2018,,,,
490214,Utah,41.278175,-111.983575,1,Not Applicable,2018,,,,
490215,Utah,37.74553056,-111.9207806,1,Not Applicable,2018,,,,
490216,Utah,40.63438889,-111.9766611,1,Not Applicable,2018,,,,
490216,Utah,40.63438889,-111.9766611,1,Not Applicable,2018,,,,
490216,Utah,40.63438889,-111.9766611,1,Not Applicable,2018,,,,
490216,Utah,40.63438889,-111.9766611,1,Not Applicable,2018,,,,
490216,Utah,40.63438889,-111.9766611,1,Not Applicable,2018,,,,
490217,Utah,37.38948889,-112.8259306,1,Not Applicable,2018,,,,
490218,Utah,37.14520278,-113.2542556,1,Not Applicable,2018,,,,
490218,Utah,37.14520278,-113.2542556,1,Not Applicable,2018,,,,
490219,Utah,37.53867222,-112.7749083,1,Not Applicable,2018,,,,
490220,Utah,40.5223,-111.9577139,1,Not Applicable,2018,,,,
490220,Utah,40.5223,-111.9577139,1,Not Applicable,2018,,,,
490221,Utah,41.849525,-111.9691306,1,Not Applicable,2018,,,,
490222,Utah,41.72075556,-111.8599306,1,Not Applicable,2018,,,,
490222,Utah,41.72075556,-111.8599306,1,Not Applicable,2018,,,,
490223,Utah,40.66862222,-111.9317,1,Not Applicable,2018,,,,
490223,Utah,40.66862222,-111.9317,1,Not Applicable,2018,,,,
490224,Utah,40.19419167,-110.9378889,1,Not Applicable,2018,,,,
490225,Utah,37.03931389,-112.2923361,1,Not Applicable,2018,,,,
490226,Utah,39.679725,-110.8556722,1,Not Applicable,2018,,,,
490227,Utah,40.65138889,-111.9377139,1,Not Applicable,2018,,,,
490228,Utah,40.36571944,-111.7511917,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2018,,,,
490229,Utah,41.08916944,-112.0687556,1,Not Applicable,2018,,,,
490229,Utah,41.08916944,-112.0687556,1,Not Applicable,2018,,,,
490230,Utah,41.08348889,-111.9734528,1,Not Applicable,2018,,,,
490231,Utah,41.06727778,-111.9731028,1,Not Applicable,2018,,,,
490232,Utah,39.07108889,-111.0929417,1,Not Applicable,2018,,,,
490233,Utah,41.25803333,-111.9695972,1,Not Applicable,2018,,,,
490234,Utah,37.735625,-112.5948694,1,Not Applicable,2018,,,,
490235,Utah,40.83331667,-111.9405583,1,Not Applicable,2018,,,,
490236,Utah,40.86664444,-111.8986944,3,Not Applicable,2018,,,,
490236,Utah,40.86664444,-111.8986944,3,Not Applicable,2018,,,,
490237,Utah,41.22940556,-111.9702917,1,Not Applicable,2018,,,,
490237,Utah,41.22940556,-111.9702917,1,"Bus (seats for more than 15 occupants, including driver)",2018,,,,
490238,Utah,40.74188056,-111.6629667,1,Not Applicable,2018,,,,
490239,Utah,40.65406111,-112.0760833,1,Not Applicable,2018,,,,
490239,Utah,40.65406111,-112.0760833,1,Truck Pulling Trailer(s),2018,,,,
490240,Utah,41.24398333,-111.9391583,1,Not Applicable,2018,,,,
490241,Utah,40.55896111,-111.8938917,1,Not Applicable,2018,,,,
490241,Utah,40.55896111,-111.8938917,1,Not Applicable,2018,,,,
490242,Utah,40.96848889,-109.5500528,1,Not Applicable,2018,,,,
490243,Utah,40.70399167,-111.9389333,1,Not Applicable,2018,,,,
490243,Utah,40.70399167,-111.9389333,1,Not Applicable,2018,,,,
490244,Utah,37.14681111,-113.5141472,1,Not Applicable,2018,,,,
490244,Utah,37.14681111,-113.5141472,1,Not Applicable,2018,,,,
490245,Utah,40.52243889,-111.8904417,1,Not Applicable,2018,,,,
490246,Utah,40.63859444,-111.9991611,1,Not Applicable,2018,,,,
490247,Utah,37.63318056,-112.451175,1,Not Applicable,2018,,,,
490247,Utah,37.63318056,-112.451175,1,Not Applicable,2018,,,,
490249,Utah,41.69236667,-111.8661889,1,Not Applicable,2018,,,,
490249,Utah,41.69236667,-111.8661889,1,Not Applicable,2018,,,,
490249,Utah,41.69236667,-111.8661889,1,Not Applicable,2018,,,,
490249,Utah,41.69236667,-111.8661889,1,Not Applicable,2018,,,,
490250,Utah,41.97555833,-111.9064056,1,Not Applicable,2018,,,,
490250,Utah,41.97555833,-111.9064056,1,"Bus (seats for more than 15 occupants, including driver)",2018,,,,
490251,Utah,40.80283333,-111.9140361,1,Not Applicable,2018,,,,
490001,Utah,37.54651667,-113.6853333,1,Not Applicable,2017,,,,
490001,Utah,37.54651667,-113.6853333,1,Truck Tractor/Semi-Trailer,2017,,,,
490002,Utah,37.24398889,-109.7767028,2,Not Applicable,2017,,,,
490003,Utah,41.49811389,-111.9780944,1,Not Applicable,2017,,,,
490003,Utah,41.49811389,-111.9780944,1,Not Applicable,2017,,,,
490003,Utah,41.49811389,-111.9780944,1,Not Applicable,2017,,,,
490004,Utah,40.71811944,-111.888175,1,Not Applicable,2017,,,,
490004,Utah,40.71811944,-111.888175,1,Not Applicable,2017,,,,
490005,Utah,40.11906111,-111.65465,1,Not Applicable,2017,,,,
490006,Utah,39.54244444,-110.7189694,1,Not Applicable,2017,,,,
490006,Utah,39.54244444,-110.7189694,1,Not Applicable,2017,,,,
490007,Utah,37.05676667,-113.0967278,1,Not Applicable,2017,,,,
490007,Utah,37.05676667,-113.0967278,1,Not Applicable,2017,,,,
490008,Utah,41.23553333,-111.9465889,1,Not Applicable,2017,,,,
490008,Utah,41.23553333,-111.9465889,1,Not Applicable,2017,,,,
490009,Utah,40.43165278,-111.8222944,1,Not Applicable,2017,,,,
490010,Utah,38.71319167,-109.7041472,1,Truck Tractor/Semi-Trailer,2017,,,,
490011,Utah,40.23009167,-111.1207611,1,Not Applicable,2017,,,,
490011,Utah,40.23009167,-111.1207611,1,"Single-Unit Truck (2- axle and GVWR more than 10,000 lbs)",2017,,,,
490011,Utah,40.23009167,-111.1207611,1,Not Applicable,2017,,,,
