route,county,location,time,latitude,longitude,type
HWY 201,Salt Lake County,HWY 201 at 8400 W/HWY 111,"1/7/24, 6:06 AM",40.718243,-112.082473,Crash
I-80,Tooele County,I-80 at MP 98,"1/7/24, 6:05 AM",40.686129,-112.271303,Crash
I-15,Millard County,I-15 at MP 134,"1/7/24, 5:59 PM",38.603177,-112.609096,Crash
Redwood Rd,Salt Lake County,Redwood Rd at 3500 S,"1/7/24, 5:55 PM",40.696708,-111.938901,Crash
I-80,Salt Lake County,I-80 at MP 117,"1/7/24, 5:54 AM",40.765438,-111.953251,Crash
I-80,Tooele County,I-80 at MP 99,"1/7/24, 5:50 AM",40.697978,-112.260296,Crash
I-215 W,Salt Lake County,I-215 W at MP 18,"1/7/24, 5:34 AM",40.703296,-111.95315,Crash
I-15,Utah County,I-15 at MP 283,"1/7/24, 5:29 PM",40.420056,-111.878496,Crash
I-15,Box Elder County,I-15 at MP 357,"1/7/24, 5:11 AM",41.412632,-112.050551,Crash
I-15,Utah County,I-15 at MP 271,"1/7/24, 5:05 AM",40.301955,-111.725612,Crash
Mountain View Corr,Salt Lake County,Mountain View Corr at MP 3,"1/7/24, 4:47 PM",40.462589,-111.943317,Crash
I-15,Utah County,I-15 at MP 273,"1/7/24, 4:29 AM",40.328045,-111.73498,Crash
Hwy 36,Tooele County,Hwy 36 2749,"1/7/24, 4:23 PM",40.380457,-112.386411,Crash
I-15,Utah County,I-15 at MP 278,"1/7/24, 4:21 AM",40.374798,-111.814362,Crash
US 6,Utah County,US 6 at MP 209,"1/7/24, 4:11 PM",39.933221,-111.107262,Crash
I-15,Utah County,I-15 at MP 283,"1/7/24, 4:08 AM",40.420056,-111.878496,Crash
I-80,Salt Lake County,I-80 at MP 128,"1/7/24, 3:24 AM",40.712086,-111.801151,Roadway Restriction
I-15,Juab County,I-15 at MP 228,"1/7/24, 3:23 PM",39.747541,-111.834299,Crash
HWY 201,Salt Lake County,HWY 201 5801,"1/7/24, 3:08 PM",40.718748,-112.058314,Crash
Redwood Rd,Utah County,Redwood Rd at 2100 N,"1/7/24, 3:07 PM",40.413214,-111.923173,Weather
I-215S WB X12 TO I-15 SB COL RAMP,Salt Lake County,I-215S WB X12 TO I-15 SB COL RAMP at I-15 SB,"1/7/24, 3:03 PM",40.637414,-111.905888,Crash
Mountain View Corridor Hwy,Salt Lake County,Mountain View Corridor Hwy at 5400 S,"1/7/24, 2:52 PM",40.653134,-112.045072,Stalled Vehicle
I-15,Juab County,I-15 at MP 228,"1/7/24, 2:49 PM",39.747541,-111.834299,Crash
SR 201,Salt Lake County,SR 201 at MP 3,"1/7/24, 2:45 PM",40.727646,-112.167011,Crash
I-15,Davis County,I-15 at MP 335,"1/7/24, 2:44 AM",41.116533,-112.015189,Crash
SR 36,Tooele County,SR 36 at MP 56,"1/7/24, 2:35 PM",40.554334,-112.297621,Crash
I-15,Utah County,I-15 at MP 282,"1/7/24, 2:32 AM",40.410606,-111.863979,Crash
I-15,Juab County,I-15 at MP 238,"1/7/24, 2:19 PM",39.8907,-111.828231,Crash
I-70,Sevier County,I-70 at MP 70,"1/7/24, 2:12 PM",38.898305,-111.630609,Crash
I-15,Utah County,I-15 at MP 282,"1/7/24, 12:53 PM",40.410606,-111.863979,Crash
I-15,Millard County,I-15 at MP 161,"1/7/24, 12:50 PM",38.926529,-112.372526,Crash
US 91,Cache County,US 91 at MP 17,"1/7/24, 12:50 AM",41.616749,-111.932782,Roadway Restriction
I-80 EB X99 ON SR 36 RAMP,Tooele County,I-80 EB X99 ON SR 36 RAMP at HWY 36,"1/7/24, 12:48 PM",40.690476,-112.264101,Crash
I-15,Millard County,I-15 at MP 135,"1/7/24, 12:45 PM",38.617668,-112.609775,Crash
I-15,Millard County,I-15 at MP 160,"1/7/24, 12:39 PM",38.911863,-112.390045,Crash
I-15,Iron County,I-15 at MP 56,"1/7/24, 12:35 PM",37.641951,-113.091678,Crash
Hwy 224,Summit County,Hwy 224 6241,"1/7/24, 12:27 PM",40.721881,-111.54473,Crash
US 40,Summit County,US 40 at MP 3,"1/7/24, 12:24 AM",40.696221,-111.4715,Crash
SR 155,Emery County,SR 155 at MP 7,"1/7/24, 12:20 AM",39.382358,-110.852452,Crash
I-15,Davis County,I-15 at MP 318,"1/7/24, 12:09 AM",40.904214,-111.891218,Crash
HWY 21,Beaver County,HWY 21 525,"1/7/24, 11:59 AM",38.27393,-112.670559,Crash
I-80,Salt Lake County,I-80 at MP 104,"1/7/24, 11:58 AM",40.742835,-112.186308,Crash
I-15,Millard County,I-15 at MP 136,"1/7/24, 11:56 AM",38.631515,-112.610353,Crash
US 189,Wasatch County,US 189 at MP 16,"1/7/24, 11:49 AM",40.388104,-111.54897,Crash
I-15,Utah County,I-15 at MP 282,"1/7/24, 11:42 AM",40.410606,-111.863979,Crash
I-15,Salt Lake County,I-15 at MP 310,"1/7/24, 11:41 AM",40.791232,-111.916128,Crash
I-15,Utah County,I-15 at MP 281,"1/7/24, 11:35 AM",40.401041,-111.849765,Crash
I-215 S,Salt Lake County,I-215 S at MP 10,"1/7/24, 11:30 AM",40.631192,-111.882787,Crash
CENTER ST,Iron County,CENTER ST 101,"1/7/24, 11:27 AM",37.677358,-113.061556,Crash
I-80,Summit County,I-80 at MP 155,"1/7/24, 11:15 AM",40.808708,-111.407486,Crash
I-15 NB X 295 Off 9000 S WB Ramp,Salt Lake County,I-15 NB X 295 Off 9000 S WB Ramp at 9000 S,"1/7/24, 11:00 AM",40.587913,-111.90021,Crash
SR 201 EB X11 OFF 5600 S RAMP,Salt Lake County,SR 201 EB X11 OFF 5600 S RAMP at 5600 W,"1/7/24, 10:59 AM",40.725115,-112.026954,Crash
I15N X284 OFF RAMP,Utah County,I15N X284 OFF RAMP at MP 0 to MP 0,"1/7/24, 10:55 AM",40.428001,-111.886498,Crash
I-215 S,Salt Lake County,I-215 S at MP 13,"1/7/24, 10:46 AM",40.64406,-111.929407,Crash
SR 201,Tooele County,SR 201 at MP 0,"1/7/24, 10:38 PM",40.722209,-112.223403,Crash
I-15,Salt Lake County,I-15 at MP 303,"1/7/24, 10:34 AM",40.693589,-111.902881,Crash
I-15 NB X300 OFF 5300 S RAMP,Salt Lake County,I-15 NB X300 OFF 5300 S RAMP at 5300 S,"1/7/24, 10:27 AM",40.648856,-111.901912,Crash
I-15,Utah County,I-15 at MP 261,"1/7/24, 10:24 AM",40.176162,-111.646775,Crash
US 91,Box Elder County,US 91 at MP 7,"1/7/24, 10:21 AM",41.512481,-111.943102,Crash
US 89 SB X396 OFF SHEPHARD RAMP,Davis County,US 89 SB X396 OFF SHEPHARD RAMP at SHEPARD LN,"1/7/24, 10:14 AM",41.010147,-111.912551,Crash
I-70,Grand County,I-70 at MP 182,"1/7/24, 10:11 AM",38.942181,-109.819725,Crash
I-80,Tooele County,I-80 at MP 63,"1/7/24, 10:02 AM",40.818343,-112.882529,Crash
BATES CANYON RD,Tooele County,BATES CANYON RD at HWY 36,"1/7/24, 10:00 AM",40.623785,-112.293091,Crash
I-15,Juab County,I-15 at MP 240,"1/7/24, 1:46 PM",39.917445,-111.814904,Crash
I-15,Millard County,I-15 at MP 168,"1/7/24, 1:44 PM",39.008178,-112.31101,Crash
US 6,Utah County,US 6 at MP 210,"1/7/24, 1:35 AM",39.931871,-111.089175,Stalled Vehicle
I-70,Sevier County,I-70 at MP 84,"1/7/24, 1:28 PM",38.768962,-111.472016,Crash
I-15,Box Elder County,I-15 at MP 359,"1/7/24, 1:17 AM",41.436368,-112.057247,Crash
SR 143,Iron County,SR 143 at MP 4,"1/7/24, 1:05 AM",37.828866,-112.814606,Roadway Restriction
I-80,Salt Lake County,I-80 at MP 117,"1/6/24, 9:25 AM",40.765438,-111.953251,Crash
SR 224,Summit County,SR 224 at MP 2,"1/6/24, 8:44 PM",40.624634,-111.501637,Roadway Restriction
I-80,Salt Lake County,I-80 at MP 111,"1/6/24, 8:16 AM",40.771145,-112.066961,Crash
I-80,Salt Lake County,I-80 at MP 130,"1/6/24, 8:01 PM",40.7252,-111.771166,Debris
US 189,Utah County,US 189 at MP 8,"1/6/24, 7:28 PM",40.319492,-111.649399,Crash
I-15,Utah County,I-15 at MP 265,"1/6/24, 7:24 AM",40.226604,-111.677837,Crash
I-15,Utah County,I-15 at MP 265,"1/6/24, 7:15 AM",40.226604,-111.677837,Crash
I-84,Morgan County,I-84 at MP 100,"1/6/24, 7:09 AM",41.07759,-111.723102,Crash
I-15,Weber County,I-15 at MP 345,"1/6/24, 6:52 AM",41.239917,-112.015086,Crash
I-215 W,Salt Lake County,I-215 W at MP 22,"1/6/24, 5:22 AM",40.761693,-111.950845,Crash
US 40,Uintah County,US 40 at MP 130,"1/6/24, 5:21 PM",40.315076,-109.699719,Crash
Washington Blvd,Weber County,Washington Blvd at 24th St,"1/6/24, 4:51 PM",41.222756,-111.970423,Crash
I-15,Salt Lake County,I-15 at MP 299,"1/6/24, 4:16 PM",40.63583,-111.905066,Crash
I-15,Salt Lake County,I-15 at MP 292,"1/6/24, 3:03 PM",40.53585,-111.892927,Stalled Vehicle
I-80,Salt Lake County,I-80 at MP 112,"1/6/24, 2:59 PM",40.771168,-112.047728,Stalled Vehicle
I-15,Salt Lake County,I-15 at MP 307,"1/6/24, 12:57 PM",40.74966,-111.90976,Crash
SR 193,Davis County,SR 193 at MP 0,"1/6/24, 11:52 PM",41.103557,-112.015337,Crash
I-15,Utah County,I-15 at MP 283,"1/6/24, 11:43 PM",40.420056,-111.878496,Crash
I-15,Salt Lake County,I-15 at MP 303,"1/6/24, 11:37 AM",40.693589,-111.902881,Crash
SR 108,Weber County,SR 108 at MP 12,"1/6/24, 11:34 PM",41.197823,-112.039871,Crash
I-84,Weber County,I-84 at MP 82,"1/6/24, 11:31 PM",41.171852,-112.006901,Crash
I-15,Salt Lake County,I-15 at MP 298,"1/6/24, 11:26 AM",40.621691,-111.903876,Debris
I-84,Box Elder County,I-84 at MP 8,"1/6/24, 11:11 PM",41.95952,-112.688832,Crash
I-15,Utah County,I-15 at MP 282,"1/6/24, 10:44 PM",40.406425,-111.857522,Crash
I-15,Utah County,I-15 at MP 285,"1/6/24, 10:38 PM",40.442142,-111.903011,Crash
I-15,Salt Lake County,I-15 at MP 287,"1/6/24, 10:35 PM",40.470601,-111.908922,Crash
Porter Rockwell Blvd,Salt Lake County,Porter Rockwell Blvd at Mountain View Corridor Hwy,"1/6/24, 10:34 PM",40.4624,-111.953925,Crash
SR 162,San Juan County,SR 162 at MP 21,"1/6/24, 10:32 PM",37.224962,-109.207197,Crash
Antelope Dr,Davis County,Antelope Dr at 1000 E,"1/6/24, 10:09 PM",41.089514,-112.022301,Crash
I-15,Salt Lake County,I-15 at MP 289,"1/6/24, 1:43 PM",40.492398,-111.891485,Stalled Vehicle
I-15,Iron County,I-15 at MP 81,"1/6/24, 1:27 AM",37.894057,-112.791458,Crash
I-80,Summit County,I-80 at MP 176,"1/6/24, 1:20 PM",41.045356,-111.309187,Crash
US 189,Wasatch County,US 189 at MP 23,"1/5/24, 9:27 AM",40.438577,-111.491821,Crash
I-15,Utah County,I-15 at MP 269,"1/5/24, 8:46 PM",40.274259,-111.718248,Crash
I-15,Utah County,I-15 at MP 268,"1/5/24, 8:41 PM",40.262286,-111.70752,Crash
SR 193,Davis County,SR 193 at MP 2,"1/5/24, 8:38 AM",41.103476,-111.976912,Crash
US 189,Utah County,US 189 at MP 12,"1/5/24, 8:33 AM",40.348428,-111.591901,Crash
US 89,Davis County,US 89 at MP 401,"1/5/24, 8:32 AM",41.060273,-111.910493,Crash
I-15,Utah County,I-15 at MP 266,"1/5/24, 8:32 AM",40.238135,-111.689206,Stalled Vehicle
I-15,Davis County,I-15 at MP 314,"1/5/24, 8:24 AM",40.846156,-111.91486,Stalled Vehicle
SR 39,Weber County,SR 39 at MP 9,"1/5/24, 8:19 AM",41.236707,-111.923062,Crash
2000 W,Davis County,2000 W at 1300 N,"1/5/24, 8:15 PM",41.128998,-112.064461,Crash
US 89,Davis County,US 89 at MP 402,"1/5/24, 8:13 AM",41.074577,-111.911004,Crash
I-80,Salt Lake County,I-80 at MP 123,"1/5/24, 8:08 AM",40.718332,-111.893095,Crash
US 189,Utah County,US 189 at MP 10,"1/5/24, 8:04 AM",40.329534,-111.619014,Crash
I-15,Davis County,I-15 at MP 335,"1/5/24, 7:59 AM",41.114242,-112.014007,Crash
I-15,Utah County,I-15 at MP 281,"1/5/24, 7:48 AM",40.401041,-111.849765,Crash
I-15,Iron County,I-15 at MP 57,"1/5/24, 7:38 PM",37.654314,-113.082592,Crash
I-15,Utah County,I-15 at MP 257,"1/5/24, 7:35 AM",40.122652,-111.658929,Crash
I-15,Utah County,I-15 at MP 257,"1/5/24, 7:32 AM",40.122652,-111.658929,Crash
I-15,Utah County,I-15 at MP 278,"1/5/24, 7:29 AM",40.373184,-111.808465,Crash
I-15,Beaver County,I-15 at MP 122,"1/5/24, 7:27 AM",38.43566,-112.634851,Crash
I-15,Utah County,I-15 at MP 263,"1/5/24, 7:19 PM",40.203376,-111.655441,Vehicle Fire
Main St,Wasatch County,Main St at Center St,"1/5/24, 7:00 AM",40.507634,-111.413486,Crash
I-15,Utah County,I-15 at MP 284,"1/5/24, 6:49 AM",40.431127,-111.890772,Crash
I-15,Millard County,I-15 at MP 184,"1/5/24, 6:44 PM",39.205209,-112.167473,Lane Closure
I-15,Millard County,I-15 at MP 157,"1/5/24, 6:43 PM",38.880154,-112.428234,Crash
US 6,Utah County,US 6 at MP 182,"1/5/24, 6:42 PM",40.040823,-111.541266,Crash
I-15,Millard County,I-15 at MP 136,"1/5/24, 6:33 PM",38.631515,-112.610353,Crash
I-15,Juab County,I-15 at MP 216,"1/5/24, 6:33 PM",39.606631,-111.908872,Crash
SR 73,Tooele County,SR 73 at MP 9,"1/5/24, 6:32 PM",40.294129,-112.273222,Crash
SR 73,Utah County,SR 73 at MP 34,"1/5/24, 6:30 PM",40.382751,-111.961824,Crash
SR 92,Utah County,SR 92 at MP 2,"1/5/24, 6:20 AM",40.432434,-111.855728,Crash
SR 73,Tooele County,SR 73 at MP 9,"1/5/24, 6:09 PM",40.294129,-112.273222,Crash
I-15,Millard County,I-15 at MP 185,"1/5/24, 6:02 PM",39.215996,-112.156841,Crash
SR 73,Tooele County,SR 73 at MP 7,"1/5/24, 6:00 PM",40.32123,-112.28665,Crash
US 40,Wasatch County,US 40 at MP 51,"1/5/24, 5:59 PM",40.18528,-111.02393,Crash
I-15,Millard County,I-15 at MP 138,"1/5/24, 5:57 PM",38.658157,-112.595083,Crash
SR 73,Tooele County,SR 73 at MP 4,"1/5/24, 5:52 PM",40.356901,-112.317884,Crash
I-15,Juab County,I-15 at MP 228,"1/5/24, 5:51 PM",39.747541,-111.834299,Crash
I-15,Juab County,I-15 at MP 228,"1/5/24, 5:50 PM",39.747541,-111.834299,Crash
I-15,Millard County,I-15 at MP 182,"1/5/24, 5:48 PM",39.18829,-112.197792,Crash
SR 266,Salt Lake County,SR 266 at MP 8,"1/5/24, 5:28 PM",40.674818,-111.803876,Crash
I-80,Summit County,I-80 at MP 149,"1/5/24, 5:17 PM",40.751769,-111.470819,Crash
I-15,Utah County,I-15 at MP 282,"1/5/24, 5:14 PM",40.410606,-111.863979,Crash
I-80,Salt Lake County,I-80 at MP 115,"1/5/24, 5:06 AM",40.765165,-111.991516,Crash
SR 143,Iron County,SR 143 at MP 13,"1/5/24, 5:03 PM",37.720234,-112.844724,Crash
US 6,Utah County,US 6 at MP 209,"1/5/24, 4:56 AM",39.933221,-111.107262,Crash
SR 143,Iron County,SR 143 at MP 4,"1/5/24, 4:49 PM",37.828866,-112.814606,Roadway Restriction
I-15,Salt Lake County,I-15 at MP 295,"1/5/24, 4:39 PM",40.578741,-111.900284,Crash
I-15,Salt Lake County,I-15 at MP 306,"1/5/24, 4:37 PM",40.736823,-111.90475,Crash
I-80,Salt Lake County,I-80 at MP 124,"1/5/24, 4:32 PM",40.718459,-111.873941,Crash
US 189,Utah County,US 189 at MP 12,"1/5/24, 4:20 PM",40.348428,-111.591901,Crash
I-80,Salt Lake County,I-80 at MP 129,"1/5/24, 4:08 PM",40.715578,-111.784616,Crash
Wall Ave,Weber County,Wall Ave at 20th St,"1/5/24, 4:06 PM",41.230361,-111.97865,Stalled Vehicle
I-15,Utah County,I-15 at MP 282,"1/5/24, 3:42 PM",40.410606,-111.863979,Crash
I-15,Salt Lake County,I-15 at MP 312,"1/5/24, 3:32 PM",40.817596,-111.917999,Crash
I-215 S,Salt Lake County,I-215 S at MP 6,"1/5/24, 3:31 PM",40.641354,-111.808234,Stalled Vehicle
I-15,Utah County,I-15 at MP 274,"1/5/24, 3:08 PM",40.337197,-111.749203,Crash
I-80 EB X117 TO I-215W NB RAMP,Salt Lake County,I-80 EB X117 TO I-215W NB RAMP at I-215W NB,"1/5/24, 2:51 PM",40.763372,-111.950629,Crash
I-15,Utah County,I-15 at MP 274,"1/5/24, 2:24 PM",40.337197,-111.749203,Crash
2000 W,Davis County,2000 W at Antelope Dr,"1/5/24, 2:23 AM",41.09407,-112.064576,Crash
I-15,Utah County,I-15 at MP 274,"1/5/24, 2:20 PM",40.337197,-111.749203,Crash
I-215 S,Salt Lake County,I-215 S at MP 6,"1/5/24, 2:20 PM",40.641354,-111.808234,Crash
9000 S,Salt Lake County,9000 S at 4800 W,"1/5/24, 12:46 PM",40.587908,-112.001919,Crash
I-80,Tooele County,I-80 at MP 71,"1/5/24, 12:09 PM",40.75637,-112.755332,Crash
I-15,Utah County,I-15 at MP 264,"1/5/24, 12:04 AM",40.21642,-111.66603,Crash
I-215S WB X12 TO I-15 SB COL RAMP,Salt Lake County,I-215S WB X12 TO I-15 SB COL RAMP at I-15 SB,"1/5/24, 11:48 AM",40.637063,-111.906396,Crash
I-80,Salt Lake County,I-80 at MP 133,"1/5/24, 11:46 PM",40.747119,-111.724705,Stalled Vehicle
I-15,Davis County,I-15 at MP 313,"1/5/24, 11:21 AM",40.831692,-111.91596,Crash
US 89,Garfield County,US 89 at MP 109,"1/5/24, 11:16 PM",37.560273,-112.486877,Crash
MAIN ST,Davis County,MAIN ST at HILL FIELD RD,"1/5/24, 11:04 PM",41.0727,-111.978334,Crash
I-15,Weber County,I-15 at MP 345,"1/5/24, 10:25 PM",41.244836,-112.016202,Crash
I-15,Davis County,I-15 at MP 331,"1/5/24, 10:11 PM",41.066718,-111.970064,Crash
SR 203,Weber County,SR 203 at MP 5,"1/5/24, 1:58 PM",41.225612,-111.948108,Crash
I-15,Utah County,I-15 at MP 247,"1/5/24, 1:56 PM",40.005686,-111.762644,Lane Closure
I-215 S,Salt Lake County,I-215 S at MP 7,"1/5/24, 1:53 PM",40.634375,-111.821002,Crash
I-15,Box Elder County,I-15 at MP 355,"1/5/24, 1:16 PM",41.386011,-112.042059,Crash
I-80,Salt Lake County,I-80 at MP 117,"1/5/24, 1:11 PM",40.765438,-111.953251,Crash
I-15,Utah County,I-15 at MP 280,"1/4/24, 9:39 AM",40.39191,-111.835579,Crash
US 40,Wasatch County,US 40 at MP 13,"1/4/24, 9:35 AM",40.560962,-111.427534,Crash
I-15,Iron County,I-15 at MP 43,"1/4/24, 9:02 AM",37.494343,-113.217562,Crash
I-215 E,Salt Lake County,I-215 E at MP 3,"1/4/24, 8:50 PM",40.683284,-111.797477,Crash
I-15,Salt Lake County,I-15 at MP 286,"1/4/24, 8:46 PM",40.453646,-111.91388,Crash
I-80,Tooele County,I-80 at MP 39,"1/4/24, 8:11 AM",40.728127,-113.302151,Crash
SR 10,Emery County,SR 10 at MP 34,"1/4/24, 8:06 AM",39.169746,-111.057065,Crash
I-80,Tooele County,I-80 at MP 87,"1/4/24, 8:03 AM",40.692112,-112.464697,Crash
HWY 24,Wayne County,HWY 24 10101,"1/4/24, 7:55 AM",38.367655,-110.817359,Crash
US 89,Sanpete County,US 89 at MP 268,"1/4/24, 7:46 PM",39.430681,-111.554437,Crash
I-70,Sevier County,I-70 at MP 75,"1/4/24, 7:44 PM",38.868655,-111.552187,Crash
I-15,Juab County,I-15 at MP 227,"1/4/24, 7:26 PM",39.734421,-111.826163,Crash
I-215 S,Salt Lake County,I-215 S at MP 12,"1/4/24, 7:18 AM",40.636209,-111.91357,Crash
I-15,Juab County,I-15 at MP 228,"1/4/24, 7:15 PM",39.747541,-111.834299,Crash
I-70,Sevier County,I-70 at MP 80,"1/4/24, 7:12 PM",38.804499,-111.526356,Crash
I-70,Emery County,I-70 at MP 142,"1/4/24, 7:10 AM",38.932338,-110.489069,Stalled Vehicle
I-15,Iron County,I-15 at MP 43,"1/4/24, 6:57 AM",37.494343,-113.217562,Crash
SR 130,Iron County,SR 130 at MP 14,"1/4/24, 6:39 PM",37.838371,-113.047832,Crash
US 40,Duchesne County,US 40 at MP 101,"1/4/24, 6:36 PM",40.170927,-110.139117,Crash
I-70,Sevier County,I-70 at MP 42,"1/4/24, 6:33 AM",38.807586,-112.061032,Crash
I-80,Salt Lake County,I-80 at MP 117,"1/4/24, 6:20 PM",40.765438,-111.953251,Crash
I-80,Tooele County,I-80 at MP 77,"1/4/24, 6:11 AM",40.745391,-112.645232,Crash
I-15,Salt Lake County,I-15 at MP 292,"1/4/24, 6:01 PM",40.53585,-111.892927,Stalled Vehicle
I-15,Utah County,I-15 at MP 275,"1/4/24, 5:55 AM",40.343309,-111.758412,Crash
I-15,Iron County,I-15 at MP 43,"1/4/24, 5:43 AM",37.492482,-113.217798,Crash
HWY 143,Iron County,HWY 143 3251,"1/4/24, 5:42 AM",37.733177,-112.837116,Crash
I-15,Salt Lake County,I-15 at MP 292,"1/4/24, 5:20 PM",40.53585,-111.892927,Crash
SR 10,Emery County,SR 10 at MP 31,"1/4/24, 5:01 AM",39.140351,-111.096519,Crash
US 89,Sanpete County,US 89 at MP 233,"1/4/24, 4:53 AM",39.037945,-111.827449,Crash
I-15,Salt Lake County,I-15 at MP 296,"1/4/24, 4:38 PM",40.592858,-111.902495,Crash
I-15,Davis County,I-15 at MP 334,"1/4/24, 3:49 PM",41.102376,-112.003101,Crash
Main St,Davis County,Main St at Nicholls Rd,"1/4/24, 3:28 PM",41.021898,-111.925173,Crash
HWY 130,Iron County,HWY 130,"1/4/24, 3:08 PM",37.727647,-113.051677,Crash
I-15,Salt Lake County,I-15 at MP 286,"1/4/24, 2:49 PM",40.453646,-111.91388,Crash
I-15,Millard County,I-15 at MP 139,"1/4/24, 2:38 PM",38.671158,-112.588955,Crash
I-215S WB X12 TO I-15 SB COL RAMP,Salt Lake County,I-215S WB X12 TO I-15 SB COL RAMP at I-15 SB,"1/4/24, 2:04 PM",40.637036,-111.906402,Crash
Main St,Davis County,Main St at 800 W,"1/4/24, 12:55 PM",41.124394,-112.026019,Crash
I-84,Morgan County,I-84 at MP 94,"1/4/24, 12:17 PM",41.137611,-111.79713,Vehicle Fire
US 191,San Juan County,US 191 at MP 37,"1/4/24, 12:06 AM",37.430968,-109.471378,Crash
US 89,Davis County,US 89 at MP 404,"1/4/24, 11:32 PM",41.103305,-111.910202,Crash
SR 132,Sanpete County,SR 132 at MP 59,"1/4/24, 11:14 PM",39.480626,-111.562941,Crash
US 89,Garfield County,US 89 3451,"1/4/24, 11:00 AM",37.573728,-112.47994,Crash
SR 210,Salt Lake County,SR 210 at MP 4,"1/4/24, 1:58 PM",40.572095,-111.773814,Roadway Restriction
SR 190,Salt Lake County,SR 190 at MP 2,"1/4/24, 1:56 PM",40.619107,-111.786281,Roadway Restriction
I-15,Millard County,I-15 at MP 138,"1/4/24, 1:53 PM",38.658157,-112.595083,Crash
I-15 NB X62 Off SR 130 Ramp,Iron County,I-15 NB X62 Off SR 130 Ramp,"1/4/24, 1:34 PM",37.722619,-113.058258,Stalled Vehicle
I-15,Utah County,I-15 at MP 248,"1/4/24, 1:25 AM",40.013373,-111.762226,Crash
I-15,Iron County,I-15 at MP 52,"1/4/24, 1:20 AM",37.613839,-113.152321,Crash
Hwy 12,Garfield County,Hwy 12 at US 89,"1/4/24, 1:09 PM",37.749633,-112.376866,Crash
Legacy Pkwy,Davis County,Legacy Pkwy at MP 2,"1/4/24, 1:09 PM",40.855369,-111.943437,Crash
I-15,Utah County,I-15 at MP 246,"1/4/24, 1:00 PM",39.991194,-111.764095,Crash
I-15,Salt Lake County,I-15 at MP 294,"1/30/24, 9:58 AM",40.564298,-111.899489,Crash
I-15,Utah County,I-15 at MP 271,"1/30/24, 9:53 AM",40.301853,-111.72593,Crash
SR 201,Salt Lake County,SR 201 at MP 17,"1/30/24, 9:33 AM",40.725537,-111.91064,Stalled Vehicle
I-15,Juab County,I-15 at MP 195,"1/30/24, 9:26 AM",39.342098,-112.080981,Crash
I-15,Salt Lake County,I-15 at MP 300,"1/30/24, 9:16 AM",40.649847,-111.90236,Crash
I-15,Salt Lake County,I-15 at MP 296,"1/30/24, 9:14 AM",40.592858,-111.902495,Crash
I-15,Salt Lake County,I-15 at MP 299,"1/30/24, 9:10 AM",40.63583,-111.905066,Crash
SR 224,Summit County,SR 224 at MP 8,"1/30/24, 9:04 AM",40.681162,-111.532215,Crash
I-80,Salt Lake County,I-80 at MP 123,"1/30/24, 8:51 AM",40.718332,-111.893095,Crash
SR 201,Salt Lake County,SR 201 at MP 14,"1/30/24, 8:45 AM",40.72606,-111.962907,Crash
I-15 NB X 289 Off Bangerter Ramp,Salt Lake County,I-15 NB X 289 Off Bangerter Ramp at Bangerter Hwy,"1/30/24, 8:36 AM",40.497906,-111.890907,Crash
SR 30,Box Elder County,SR 30 at MP 97,"1/30/24, 8:25 AM",41.795602,-112.053642,Crash
I-15,Salt Lake County,I-15 at MP 299,"1/30/24, 8:13 AM",40.63583,-111.905066,Crash
I-80,Salt Lake County,I-80 at MP 123,"1/30/24, 8:01 AM",40.718332,-111.893095,Crash
I-15,Salt Lake County,I-15 at MP 303,"1/30/24, 6:54 AM",40.693589,-111.902881,Crash
SR 201,Salt Lake County,SR 201 at MP 1,"1/30/24, 6:30 AM",40.725554,-112.204975,Crash
SHEPARD LN,Davis County,SHEPARD LN 1901,"1/30/24, 5:34 AM",41.003449,-111.944983,Crash
SR 56,Iron County,SR 56 at MP 44,"1/3/24, 9:51 PM",37.608959,-113.354209,Crash
SR 193,Davis County,SR 193 at MP 1,"1/3/24, 9:23 AM",41.103487,-111.996122,Crash
SR 12,Garfield County,SR 12 at MP 103,"1/3/24, 9:18 AM",38.069458,-111.333675,Crash
I-15,Salt Lake County,I-15 at MP 300,"1/3/24, 9:16 AM",40.649847,-111.90236,Crash
Mountain View Corridor Hwy,Salt Lake County,Mountain View Corridor Hwy at 3500 S,"1/3/24, 9:12 AM",40.702988,-112.029297,Crash
I-15,Salt Lake County,I-15 at MP 300,"1/3/24, 8:40 AM",40.649847,-111.90236,Crash
US 189,Wasatch County,US 189 at MP 25,"1/3/24, 8:16 PM",40.456806,-111.46973,Crash
I-80,Tooele County,I-80 at MP 41,"1/3/24, 8:12 PM",40.727407,-113.26396,Crash
I-15,Utah County,I-15 at MP 285,"1/3/24, 7:48 AM",40.442142,-111.903011,Crash
SR 132,Sanpete County,SR 132 at MP 54,"1/3/24, 7:42 PM",39.540364,-111.595024,Crash
Bangerter Hwy,Salt Lake County,Bangerter Hwy at 3500 S,"1/3/24, 7:33 AM",40.69659,-111.980774,Stalled Vehicle
US 40,Wasatch County,US 40 at MP 20,"1/3/24, 7:27 PM",40.469228,-111.389156,Crash
US 89,Sanpete County,US 89 at MP 257,"1/3/24, 7:13 PM",39.284571,-111.627909,Crash
I-80,Tooele County,I-80 at MP 99,"1/3/24, 6:51 AM",40.697978,-112.260296,Crash
I-15,Millard County,I-15 at MP 137,"1/3/24, 6:45 PM",38.645446,-112.603991,Crash
