route,county,location,time,latitude,longitude,type
I-15,Salt Lake County,I-15 at MP 303,"1/3/24, 6:35 PM",40.693589,-111.902881,Crash
I-15,Salt Lake County,I-15 at MP 304,"1/3/24, 6:32 PM",40.707874,-111.90397,Crash
1900 W,Weber County,1900 W at Midland Dr,"1/3/24, 6:31 PM",41.205374,-112.025826,Crash
I-15,Utah County,I-15 at MP 276,"1/3/24, 6:19 PM",40.355866,-111.778344,Crash
2000 W,Davis County,2000 W at 1800 N,"1/3/24, 6:07 PM",41.136245,-112.06447,Crash
RIVERDALE RD,Weber County,RIVERDALE RD 1401,"1/3/24, 6:04 PM",41.173836,-112.012662,Crash
SR 201,Salt Lake County,SR 201 at MP 16,"1/3/24, 5:50 AM",40.724236,-111.924637,Crash
SR 201,Salt Lake County,SR 201 at MP 14,"1/3/24, 5:29 PM",40.72606,-111.962907,Crash
SR 109,Davis County,SR 109 at MP 2,"1/3/24, 5:24 PM",41.063516,-111.928632,Crash
Washington Blvd,Weber County,Washington Blvd at 40th St,"1/3/24, 4:42 PM",41.190563,-111.97117,Crash
HILL FIELD RD,Davis County,HILL FIELD RD 1741,"1/3/24, 4:12 PM",41.087566,-111.973445,Crash
I-15 NB X4 On Brigham Rd Ramp,Washington County,I-15 NB X4 On Brigham Rd Ramp at Brigham Rd,"1/3/24, 3:24 PM",37.059581,-113.583259,Crash
US 89,Davis County,US 89 at Main St,"1/3/24, 2:49 AM",41.012456,-111.911756,Crash
Hwy 224,Summit County,Hwy 224 at Old Ranch Rd,"1/3/24, 2:37 PM",40.692381,-111.544206,Crash
I-15,Iron County,I-15 at MP 75,"1/3/24, 11:53 PM",37.838211,-112.872515,Crash
I-80,Tooele County,I-80 at MP 33,"1/3/24, 11:35 PM",40.729847,-113.416713,Crash
I-15,Box Elder County,I-15 at MP 358,"1/3/24, 11:29 PM",41.42749,-112.056768,Crash
I-15,Salt Lake County,I-15 at MP 304,"1/3/24, 11:00 AM",40.707874,-111.90397,Crash
US 40,Wasatch County,US 40 at MP 19,"1/3/24, 10:43 AM",40.480704,-111.400864,Crash
US 89,Salt Lake County,US 89 at MP 379,"1/3/24, 10:37 PM",40.760649,-111.89681,Crash
I-80,Tooele County,I-80 at MP 32,"1/3/24, 10:12 PM",40.730303,-113.435793,Crash
SR 143,Iron County,SR 143 at MP 17,"1/3/24, 10:07 AM",37.677725,-112.846981,Crash
US 189,Utah County,US 189 at MP 14,"1/29/24, 9:56 PM",40.362967,-111.560551,Crash
I-15,Utah County,I-15 at MP 276,"1/29/24, 9:22 AM",40.355866,-111.778344,Crash
Main St,Davis County,Main St 499,"1/29/24, 9:07 AM",40.919634,-111.878976,Crash
I-15 NB X335 On 650 N Ramp,Davis County,I-15 NB X335 On 650 N Ramp at 650 N,"1/29/24, 9:00 AM",41.123906,-112.022906,Crash
I-215W NB TO SR 201 WB RAMP,Salt Lake County,I-215W NB TO SR 201 WB RAMP at SR 201 WB,"1/29/24, 8:44 AM",40.726771,-111.949647,Crash
I-80 EB X145 OFF SR 224 RAMP,Summit County,I-80 EB X145 OFF SR 224 RAMP at HWY 224,"1/29/24, 8:25 AM",40.72785,-111.546003,Crash
I-215 E,Salt Lake County,I-215 E at MP 1,"1/29/24, 7:58 AM",40.710695,-111.801136,Construction
Hwy 36,Tooele County,Hwy 36 at Bates Canyon Rd,"1/29/24, 7:20 AM",40.623643,-112.293126,Crash
I-15,Davis County,I-15 at MP 319,"1/29/24, 6:44 PM",40.914229,-111.891449,Crash
I-15,Juab County,I-15 at MP 197,"1/29/24, 6:28 AM",39.370981,-112.079347,Crash
US 40,Wasatch County,US 40 at MP 20,"1/29/24, 5:31 AM",40.469228,-111.389156,Crash
Redwood Rd,Salt Lake County,Redwood Rd at 2100 S,"1/29/24, 5:21 PM",40.725883,-111.938953,Power Outage
I-15,Salt Lake County,I-15 at MP 288,"1/29/24, 4:49 PM",40.480607,-111.902252,Crash
BANGERTER HWY,Salt Lake County,BANGERTER HWY at LAKE PARK BLVD,"1/29/24, 4:48 PM",40.716619,-111.984652,Crash
I-15,Salt Lake County,I-15 at MP 288,"1/29/24, 4:37 PM",40.480607,-111.902252,Crash
I-15,Salt Lake County,I-15 at MP 301,"1/29/24, 4:05 PM",40.664677,-111.90152,Stalled Vehicle
I-15,Salt Lake County,I-15 at MP 297,"1/29/24, 3:42 PM",40.607173,-111.905403,Crash
I-15,Utah County,I-15 at MP 266,"1/29/24, 3:26 PM",40.238135,-111.689206,Crash
I-15,Utah County,I-15 at MP 266,"1/29/24, 2:59 PM",40.238135,-111.689206,Crash
Mountain View Corridor Hwy,Salt Lake County,Mountain View Corridor Hwy at 5400 S,"1/29/24, 2:57 PM",40.653134,-112.045072,Crash
I-215 S,Salt Lake County,I-215 S at MP 10,"1/29/24, 2:52 PM",40.63036,-111.877391,Crash
Antelope Dr,Davis County,Antelope Dr at Fort Ln,"1/29/24, 2:45 PM",41.088981,-111.955873,Crash
I-15,Iron County,I-15 at MP 65,"1/29/24, 2:27 PM",37.755967,-113.023287,Crash
I-15,Utah County,I-15 at MP 268,"1/29/24, 2:13 AM",40.262286,-111.70752,Crash
I-80,Salt Lake County,I-80 at MP 133,"1/29/24, 12:18 AM",40.747119,-111.724705,Crash
I-15,Salt Lake County,I-15 at MP 294,"1/29/24, 11:04 AM",40.563013,-111.899276,Crash
US 40 EB,Summit County,US 40 EB 1,"1/29/24, 10:45 AM",40.707763,-111.479531,Crash
US 40 WB X1 TO I-80 WB RAMP,Summit County,US 40 WB X1 TO I-80 WB RAMP at I-80 WB,"1/29/24, 10:42 AM",40.724904,-111.512153,Crash
I-80,Summit County,I-80 at MP 146,"1/29/24, 1:34 PM",40.725101,-111.511877,Crash
I-215 W,Salt Lake County,I-215 W at MP 19,"1/28/24, 9:07 PM",40.717792,-111.95364,Crash
US 6,Utah County,US 6 at MP 184,"1/28/24, 9:01 PM",40.029223,-111.507404,Crash
SR 190,Salt Lake County,SR 190 at MP 14,"1/28/24, 8:49 PM",40.626666,-111.598413,Crash
MOUNTAIN VIEW CORRIDOR HWY,Salt Lake County,MOUNTAIN VIEW CORRIDOR HWY at 7800 S,"1/28/24, 7:49 PM",40.610754,-112.033671,Crash
ANTELOPE DR,Davis County,ANTELOPE DR 2625,"1/28/24, 7:40 AM",41.089193,-112.078316,Crash
I-15,Millard County,I-15 at MP 187,"1/28/24, 7:31 PM",39.237415,-112.13211,Crash
7200 S,Salt Lake County,7200 S at I-15 SB Col Ramp,"1/28/24, 7:16 AM",40.620948,-111.906338,Crash
I-15,Salt Lake County,I-15 at MP 287,"1/28/24, 6:20 PM",40.467787,-111.911227,Vehicle Fire
I-80,Salt Lake County,I-80 at MP 130,"1/28/24, 5:23 AM",40.7252,-111.771166,Crash
Vanwinkle Expy,Salt Lake County,Vanwinkle Expy at 4500 S/700 E,"1/28/24, 5:10 AM",40.674262,-111.871289,Lane Closure
US 189,Utah County,US 189 at MP 9,"1/28/24, 3:33 AM",40.328835,-111.637103,Crash
2000 W,Davis County,2000 W at Antelope Dr,"1/28/24, 12:15 AM",41.090423,-112.064627,Crash
I-15,Salt Lake County,I-15 at MP 289,"1/28/24, 11:07 AM",40.492398,-111.891485,Crash
I-80,Tooele County,I-80 at MP 98,"1/28/24, 10:50 PM",40.686129,-112.271303,Crash
I-15,Salt Lake County,I-15 at MP 305,"1/28/24, 10:46 PM",40.722344,-111.904691,Lane Closure
I-15,Box Elder County,I-15 at MP 399,"1/28/24, 1:52 PM",41.978898,-112.191431,Crash
I-15,Salt Lake County,I-15 at MP 294,"1/28/24, 1:33 AM",40.560054,-111.898334,Crash
I-15,Salt Lake County,I-15 at MP 309,"1/27/24, 9:57 AM",40.777705,-111.910735,Crash
I-80,Tooele County,I-80 at MP 66,"1/27/24, 9:33 AM",40.79289,-112.835958,Crash
State St,Salt Lake County,State St at 200 S,"1/27/24, 9:31 PM",40.763918,-111.888226,Fire affecting roadway
I-15,Salt Lake County,I-15 at MP 294,"1/27/24, 8:54 AM",40.564298,-111.899489,Crash
I-15,Utah County,I-15 at MP 261,"1/27/24, 8:52 AM",40.176162,-111.646775,Crash
I-80,Summit County,I-80 at MP 164,"1/27/24, 8:19 PM",40.931083,-111.410391,Crash
US 6,Utah County,US 6 at MP 195,"1/27/24, 8:16 PM",39.973069,-111.336625,Crash
I-15,Salt Lake County,I-15 at MP 305,"1/27/24, 8:06 PM",40.722344,-111.904691,Stalled Vehicle
SR 167,Morgan County,SR 167 at MP 6,"1/27/24, 7:54 PM",41.193711,-111.81664,Crash
I-80,Summit County,I-80 at MP 163,"1/27/24, 7:06 PM",40.917191,-111.406893,Crash
I-80,Summit County,I-80 at MP 163,"1/27/24, 6:56 PM",40.917191,-111.406893,Crash
I-80,Salt Lake County,I-80 at MP 112,"1/27/24, 6:32 PM",40.771168,-112.047728,Crash
US 6,Utah County,US 6 at MP 200,"1/27/24, 6:28 PM",39.955266,-111.254349,Crash
I-215 W,Salt Lake County,I-215 W at MP 23,"1/27/24, 6:24 AM",40.775011,-111.949343,Crash
I-84,Box Elder County,I-84 at MP 37,"1/27/24, 6:18 PM",41.747653,-112.257688,Crash
I-15,Salt Lake County,I-15 at MP 306,"1/27/24, 6:16 PM",40.736823,-111.90475,Crash
I-215 W,Salt Lake County,I-215 W at MP 20,"1/27/24, 6:15 PM",40.731947,-111.949915,Crash
I-80,Tooele County,I-80 at MP 33,"1/27/24, 5:37 AM",40.729847,-113.416713,Crash
US 6,Utah County,US 6 at MP 193,"1/27/24, 5:00 PM",39.988452,-111.368324,Crash
I-80,Tooele County,I-80 at MP 33,"1/27/24, 4:44 AM",40.728954,-113.419129,Crash
I-15,Salt Lake County,I-15 at MP 309,"1/27/24, 3:40 PM",40.777705,-111.910735,Crash
I-15,Salt Lake County,I-15 at MP 307,"1/27/24, 2:59 PM",40.74966,-111.90976,Crash
I-15,Salt Lake County,I-15 at MP 291,"1/27/24, 2:36 PM",40.52103,-111.891246,Debris
SR 59,Washington County,SR 59 at MP 20,"1/27/24, 2:22 PM",37.170783,-113.267275,Crash
I-84,Morgan County,I-84 at MP 100,"1/27/24, 12:36 AM",41.07219,-111.716932,Crash
SR 201,Salt Lake County,SR 201 at MP 16,"1/27/24, 12:05 PM",40.724236,-111.924637,Crash
I-15,Utah County,I-15 at MP 284,"1/27/24, 11:34 AM",40.431127,-111.890772,Stalled Vehicle
I-15,Utah County,I-15 at MP 260,"1/27/24, 10:52 AM",40.161636,-111.646866,Crash
I-80,Tooele County,I-80 at MP 83,"1/27/24, 10:39 AM",40.712461,-112.535628,Crash
Redwood Rd,Salt Lake County,Redwood Rd at 2100 S,"1/27/24, 10:34 PM",40.725883,-111.938953,Crash
SR 48,Salt Lake County,SR 48 at MP 8,"1/27/24, 10:09 AM",40.609448,-111.979235,Crash
I-15,Salt Lake County,I-15 at MP 293,"1/27/24, 10:04 AM",40.550055,-111.896336,Crash
I-15,Utah County,I-15 at MP 261,"1/27/24, 1:33 AM",40.176162,-111.646775,Vehicle Fire
I-215 W,Salt Lake County,I-215 W at MP 18,"1/27/24, 1:14 AM",40.703296,-111.95315,Crash
I-15,Salt Lake County,I-15 at MP 296,"1/26/24, 9:51 AM",40.592858,-111.902495,Crash
I-15,Washington County,I-15 at MP 10,"1/26/24, 9:07 PM",37.121548,-113.539407,Crash
SR 113,Wasatch County,SR 113 at MP 6,"1/26/24, 8:26 PM",40.506926,-111.435088,Crash
I-15,Iron County,I-15 at MP 44,"1/26/24, 8:26 AM",37.508507,-113.213733,Crash
I-80,Salt Lake County,I-80 at MP 124,"1/26/24, 8:17 PM",40.718459,-111.873941,Crash
US 6,Utah County,US 6 at MP 201,"1/26/24, 7:54 AM",39.954707,-111.236626,Crash
Bangerter Hwy,Salt Lake County,Bangerter Hwy at MP 20,"1/26/24, 7:45 AM",40.711643,-111.98151,Crash
I-80,Salt Lake County,I-80 at MP 123,"1/26/24, 7:33 PM",40.718332,-111.893095,Crash
US 189,Utah County,US 189 at MP 12,"1/26/24, 7:32 AM",40.348428,-111.591901,Crash
I-215 W,Salt Lake County,I-215 W at MP 17,"1/26/24, 7:12 PM",40.688869,-111.951947,Crash
SR 143,Iron County,SR 143 at MP 27,"1/26/24, 6:56 AM",37.65363,-112.70092,Weather
SR 143,Iron County,SR 143 at MP 17,"1/26/24, 6:56 AM",37.677725,-112.846981,Weather
US 189,Utah County,US 189 at MP 13,"1/26/24, 6:50 AM",40.35648,-111.576663,Crash
Legacy Pkwy,Davis County,Legacy Pkwy at MP 8,"1/26/24, 6:20 AM",40.929495,-111.896156,Crash
I-15,Salt Lake County,I-15 at MP 295,"1/26/24, 6:12 PM",40.578741,-111.900284,Crash
I-15,Salt Lake County,I-15 at MP 301,"1/26/24, 5:11 PM",40.664677,-111.90152,Crash
Bangerter Hwy,Salt Lake County,Bangerter Hwy at 9000 S,"1/26/24, 4:46 PM",40.587839,-111.977141,Crash
I-15,Salt Lake County,I-15 at MP 289,"1/26/24, 4:16 PM",40.492398,-111.891485,Crash
US 89,Sanpete County,US 89 at MP 239,"1/26/24, 3:51 PM",39.124546,-111.819245,Crash
I-80,Salt Lake County,I-80 at MP 112,"1/26/24, 3:40 AM",40.771569,-112.043642,Medical
I-15,Salt Lake County,I-15 at MP 301,"1/26/24, 3:33 PM",40.664677,-111.90152,Crash
I-15,Salt Lake County,I-15 at MP 302,"1/26/24, 3:30 PM",40.679062,-111.902181,Crash
I-70,Sevier County,I-70 at MP 48,"1/26/24, 3:22 PM",38.865365,-111.978921,Crash
I-15,Salt Lake County,I-15 at MP 303,"1/26/24, 3:21 PM",40.693589,-111.902881,Lane Closure
I-15,Salt Lake County,I-15 at MP 300,"1/26/24, 3:03 PM",40.649847,-111.90236,Crash
I-84,Box Elder County,I-84 at MP 14,"1/26/24, 12:42 AM",41.910223,-112.601547,Crash
I-215 W,Salt Lake County,I-215 W at MP 26,"1/26/24, 12:12 PM",40.817974,-111.949525,Crash
I-80,Summit County,I-80 at MP 191,"1/26/24, 12:11 PM",41.193495,-111.117252,Crash
I-15,Utah County,I-15 at MP 272,"1/26/24, 11:51 AM",40.316406,-111.72616,Crash
I-15,Davis County,I-15 at MP 318,"1/26/24, 11:38 AM",40.900348,-111.893142,Stalled Vehicle
I-15,Salt Lake County,I-15 at MP 295,"1/26/24, 11:16 PM",40.578741,-111.900284,Crash
I-80,Tooele County,I-80 at MP 80,"1/26/24, 10:44 PM",40.730247,-112.587912,Crash
I-215 W,Salt Lake County,I-215 W at MP 22,"1/26/24, 10:26 AM",40.760605,-111.951068,Crash
I-80,Summit County,I-80 at MP 139,"1/26/24, 1:42 PM",40.753891,-111.622581,Animal in traffic
I-80,Salt Lake County,I-80 at MP 135,"1/26/24, 1:41 PM",40.745148,-111.69119,Animal in traffic
3000 N,Iron County,3000 N at Minersville Hwy,"1/25/24, 9:57 AM",37.730079,-113.055065,Crash
I-15,Iron County,I-15 at MP 82,"1/25/24, 9:53 PM",37.90581,-112.779864,Crash
SR 12,Garfield County,SR 12 at MP 56,"1/25/24, 9:51 AM",37.771546,-111.660019,Crash
I-84,Box Elder County,I-84 at MP 25,"1/25/24, 9:47 AM",41.834702,-112.431494,Crash
I-70,Sevier County,I-70 at MP 68,"1/25/24, 9:46 PM",38.897948,-111.654337,Crash
US 40,Wasatch County,US 40 at MP 34,"1/25/24, 9:25 AM",40.305888,-111.25888,Crash
I-15,Iron County,I-15 at MP 92,"1/25/24, 9:17 AM",38.038844,-112.706695,Crash
I-15,Iron County,I-15 at MP 59,"1/25/24, 9:11 AM",37.68304,-113.079774,Crash
I-15,Salt Lake County,I-15 at MP 311,"1/25/24, 9:05 PM",40.804836,-111.922481,Crash
Midland Dr,Weber County,Midland Dr at 1900 W,"1/25/24, 8:54 AM",41.205374,-112.025826,Crash
I-80 EB X117 TO I-215W NB RAMP,Salt Lake County,I-80 EB X117 TO I-215W NB RAMP at I-215W NB,"1/25/24, 8:28 AM",40.762629,-111.953083,Crash
SR 56,Iron County,SR 56 at MP 44,"1/25/24, 8:17 AM",37.608959,-113.354209,Crash
I-15,Iron County,I-15 at MP 54,"1/25/24, 8:15 AM",37.628124,-113.122914,Crash
US 189,Utah County,US 189 at MP 12,"1/25/24, 8:15 AM",40.348428,-111.591901,Crash
Hwy 36,Tooele County,Hwy 36 at Church Rd,"1/25/24, 8:14 PM",40.613196,-112.295053,Crash
US 189,Utah County,US 189 at MP 10,"1/25/24, 8:13 AM",40.329534,-111.619014,Crash
I-80 WB X126 ON 1300 E NB RAMP,Salt Lake County,I-80 WB X126 ON 1300 E NB RAMP at 1300 E,"1/25/24, 8:11 AM",40.720222,-111.851932,Crash
MOUNTAIN VIEW CORRIDOR HWY,Salt Lake County,MOUNTAIN VIEW CORRIDOR HWY at 11800 S,"1/25/24, 8:04 PM",40.53491,-112.013477,Crash
US 40,Wasatch County,US 40 at MP 47,"1/25/24, 7:56 AM",40.19612,-111.095113,Crash
I-15,Iron County,I-15 at MP 88,"1/25/24, 7:42 AM",37.985581,-112.735495,Crash
I-15,Salt Lake County,I-15 at MP 296,"1/25/24, 7:27 AM",40.597164,-111.903181,Crash
US 189,Wasatch County,US 189 at MP 23,"1/25/24, 6:39 AM",40.438577,-111.491821,Crash
SR 14,Iron County,SR 14 at MP 12,"1/25/24, 6:38 AM",37.59363,-112.910636,Crash
SR 143,Iron County,SR 143 at MP 4,"1/25/24, 6:33 AM",37.828866,-112.814606,Roadway Restriction
Legacy Pkwy,Davis County,Legacy Pkwy at MP 3,"1/25/24, 6:04 PM",40.869089,-111.939468,Crash
I-15,Iron County,I-15 at MP 58,"1/25/24, 5:50 PM",37.669073,-113.079806,Crash
US 6,Utah County,US 6 at MP 196,"1/25/24, 5:32 PM",39.965781,-111.32036,Crash
SR 201,Salt Lake County,SR 201 at MP 8,"1/25/24, 5:24 PM",40.718237,-112.076122,Crash
I-70,Sevier County,I-70 at MP 50,"1/25/24, 5:19 PM",38.878659,-111.952654,Crash
I-15,Weber County,I-15 at MP 340,"1/25/24, 5:18 PM",41.182676,-112.014444,Crash
I-15,Salt Lake County,I-15 at MP 297,"1/25/24, 5:15 PM",40.607173,-111.905403,Crash
I-15,Millard County,I-15 at MP 160,"1/25/24, 5:12 PM",38.912021,-112.389904,Crash
I-215 W,Salt Lake County,I-215 W at MP 15,"1/25/24, 5:00 PM",40.659924,-111.952783,Stalled Vehicle
I-15,Salt Lake County,I-15 at MP 299,"1/25/24, 4:58 PM",40.63583,-111.905066,Stalled Vehicle
I-15,Salt Lake County,I-15 at MP 288,"1/25/24, 4:55 PM",40.480607,-111.902252,Crash
I-80,Summit County,I-80 at MP 187,"1/25/24, 2:56 PM",41.14312,-111.150556,Vehicle Fire
I-15 NB X59 On SR 52 Ramp,Iron County,I-15 NB X59 On SR 52 Ramp at SR 52,"1/25/24, 12:24 PM",37.680842,-113.078809,Crash
I-15,Iron County,I-15 at MP 50,"1/25/24, 12:15 PM",37.588408,-113.172321,Crash
I-15,Iron County,I-15 at MP 57,"1/25/24, 12:12 PM",37.655067,-113.081981,Crash
I-15,Davis County,I-15 at MP 330,"1/25/24, 12:05 PM",41.054659,-111.961089,Crash
I-15,Utah County,I-15 at MP 282,"1/25/24, 11:50 AM",40.410606,-111.863979,Crash
I-215 W,Salt Lake County,I-215 W at MP 24,"1/25/24, 11:48 AM",40.789416,-111.949318,Crash
I-215 W,Salt Lake County,I-215 W at MP 24,"1/25/24, 11:44 AM",40.789416,-111.949318,Crash
I-215W SB X22A TO I-80 WB RAMP,Salt Lake County,I-215W SB X22A TO I-80 WB RAMP at I-80 WB,"1/25/24, 10:45 AM",40.768076,-111.951294,Crash
I-15,Weber County,I-15 at MP 339,"1/25/24, 10:43 AM",41.169225,-112.020449,Crash
I-84,Box Elder County,I-84 at MP 14,"1/25/24, 10:37 PM",41.910389,-112.601948,Crash
I-15,Salt Lake County,I-15 at MP 297,"1/25/24, 10:33 AM",40.611104,-111.905903,Police incident
I-15,Beaver County,I-15 at MP 123,"1/25/24, 10:07 PM",38.449593,-112.626401,Crash
I-15,Iron County,I-15 at MP 82,"1/25/24, 10:01 AM",37.905545,-112.779494,Crash
I-15 SB X269 Off Univ Pkwy Ramp,Utah County,I-15 SB X269 Off Univ Pkwy Ramp at University Pkwy,"1/24/24, 9:25 AM",40.283366,-111.725286,Crash
KEARNS BLVD,Summit County,KEARNS BLVD 2783,"1/24/24, 9:00 AM",40.671224,-111.475021,Crash
I-15,Davis County,I-15 at MP 313,"1/24/24, 8:48 AM",40.831692,-111.91596,Crash
I-15,Salt Lake County,I-15 at MP 292,"1/24/24, 8:42 AM",40.538331,-111.893173,Crash
I-80 EB X124 Off State St Ramp,Salt Lake County,I-80 EB X124 Off State St Ramp at State St,"1/24/24, 8:42 AM",40.718043,-111.893969,Lane Closure
I-15,Salt Lake County,I-15 at MP 289,"1/24/24, 8:20 AM",40.490501,-111.892127,Crash
Riverdale Rd,Weber County,Riverdale Rd 3500,"1/24/24, 8:19 AM",41.199985,-111.971514,Crash
I-15,Juab County,I-15 at MP 215,"1/24/24, 8:07 PM",39.594206,-111.917594,Crash
SR 35,Summit County,SR 35 at MP 3,"1/24/24, 8:01 AM",40.588846,-111.242282,Crash
I-15,Salt Lake County,I-15 at MP 293,"1/24/24, 7:59 PM",40.550055,-111.896336,Debris
I-15,Salt Lake County,I-15 at MP 304,"1/24/24, 7:39 AM",40.707874,-111.90397,Crash
US 89,Sanpete County,US 89 at MP 273,"1/24/24, 7:22 AM",39.494383,-111.510114,Crash
I-15 SB X305B OFF 2100 S RAMP,Salt Lake County,I-15 SB X305B OFF 2100 S RAMP at 2100 S,"1/24/24, 6:54 AM",40.731555,-111.905243,Crash
I-80,Salt Lake County,I-80 at MP 127,"1/24/24, 6:35 PM",40.713146,-111.819005,Crash
I-215W NB X25 OFF 2100 N RAMP,Salt Lake County,I-215W NB X25 OFF 2100 N RAMP at 2100 N,"1/24/24, 6:26 AM",40.808446,-111.948867,Crash
I-215 W,Salt Lake County,I-215 W at MP 19,"1/24/24, 6:17 PM",40.717792,-111.95364,Crash
US 40,Duchesne County,US 40 at MP 100,"1/24/24, 6:12 PM",40.164254,-110.155919,Crash
I-15,Utah County,I-15 at MP 285,"1/24/24, 5:54 PM",40.442142,-111.903011,Crash
SR 201,Salt Lake County,SR 201 at MP 9,"1/24/24, 5:31 PM",40.718554,-112.056887,Crash
I-15,Salt Lake County,I-15 at MP 289,"1/24/24, 5:13 PM",40.492398,-111.891485,Crash
I-215 W,Salt Lake County,I-215 W at MP 15,"1/24/24, 4:39 PM",40.659924,-111.952783,Crash
SR 36,Tooele County,SR 36 at MP 59,"1/24/24, 4:08 PM",40.597521,-112.294273,Crash
I-15,Salt Lake County,I-15 at MP 304,"1/24/24, 3:49 PM",40.707874,-111.90397,Crash
I-15,Salt Lake County,I-15 at MP 309,"1/24/24, 3:45 PM",40.777705,-111.910735,Debris
I-84,Morgan County,I-84 at MP 104,"1/24/24, 3:33 AM",41.041772,-111.663828,Crash
I-15,Utah County,I-15 at MP 275,"1/24/24, 3:19 PM",40.346539,-111.763778,Stalled Vehicle
4000 S,Weber County,4000 S at Midland Dr,"1/24/24, 2:59 PM",41.190672,-112.048299,Crash
HWY 73,Utah County,HWY 73 at 800 W,"1/24/24, 2:56 PM",40.38701,-111.9355,Crash
Bangerter Hwy,Salt Lake County,Bangerter Hwy at 9800 S/Shields Ln,"1/24/24, 2:54 PM",40.572668,-111.977146,Crash
I-80,Salt Lake County,I-80 at MP 129,"1/24/24, 2:25 PM",40.715578,-111.784616,Crash
HWY 36,Tooele County,HWY 36 at ERDA WAY,"1/24/24, 12:18 PM",40.601796,-112.294222,Crash
US 89 NB X395 OFF PARK LN RAMP,Davis County,US 89 NB X395 OFF PARK LN RAMP at PARK LN,"1/24/24, 12:00 PM",40.990075,-111.901478,Crash
I-80,Summit County,I-80 at MP 142,"1/24/24, 11:38 PM",40.751955,-111.569589,Crash
I-15,Utah County,I-15 at MP 274,"1/24/24, 11:26 AM",40.337197,-111.749203,Crash
I-80,Salt Lake County,I-80 at MP 123,"1/24/24, 11:23 AM",40.718332,-111.893095,Crash
I-15,Salt Lake County,I-15 at MP 305,"1/24/24, 11:16 AM",40.722344,-111.904691,Crash
I-15,Salt Lake County,I-15 at MP 295,"1/24/24, 10:53 AM",40.578741,-111.900284,Crash
US 6,Utah County,US 6 at MP 143,"1/24/24, 10:19 PM",39.975722,-112.072947,Crash
US 89,Sanpete County,US 89 at MP 268,"1/24/24, 10:09 PM",39.430681,-111.554437,Crash
700 E,Salt Lake County,700 E at 9000 S,"1/24/24, 1:58 PM",40.588114,-111.872128,Crash
I-15,Weber County,I-15 at MP 340,"1/24/24, 1:14 PM",41.182676,-112.014444,Crash
I-15,Salt Lake County,I-15 at MP 306,"1/23/24, 9:41 AM",40.736823,-111.90475,Stalled Vehicle
I-15 NB To I-215 EB Col S Ramp,Salt Lake County,I-15 NB To I-215 EB Col S Ramp at I-215 EB,"1/23/24, 9:28 AM",40.62002,-111.903638,Crash
SR 201,Salt Lake County,SR 201 at MP 14,"1/23/24, 9:13 PM",40.72606,-111.962907,Crash
I-15,Utah County,I-15 at MP 263,"1/23/24, 9:07 PM",40.203376,-111.655441,Crash
US 89,Weber County,US 89 6660,"1/23/24, 8:46 AM",41.138662,-111.914853,Crash
I-15,Salt Lake County,I-15 at MP 288,"1/23/24, 8:43 AM",40.480607,-111.902252,Crash
600 N,Salt Lake County,600 N at 300 W,"1/23/24, 8:29 AM",40.782386,-111.899682,Utility work
I-15,Salt Lake County,I-15 at MP 290,"1/23/24, 8:17 AM",40.506678,-111.891228,Crash
SR 201,Salt Lake County,SR 201 at MP 15,"1/23/24, 8:15 AM",40.724124,-111.943886,Crash
3000 N,Iron County,3000 N at Hwy 130/Minersville Hwy/Old H*,"1/23/24, 7:44 AM",37.731188,-113.055213,Crash
I-15,Utah County,I-15 at MP 268,"1/23/24, 7:41 AM",40.262286,-111.70752,Stalled Vehicle
I-15,Davis County,I-15 at MP 335,"1/23/24, 7:31 PM",41.114242,-112.014007,Crash
5600 S,Weber County,5600 S 2815,"1/23/24, 7:22 PM",41.161634,-112.05055,Crash
US 89,Salt Lake County,US 89 at MP 371,"1/23/24, 6:58 PM",40.652965,-111.888384,Crash
SR 83,Box Elder County,SR 83 at MP 1,"1/23/24, 6:57 AM",41.55911,-112.148069,Crash
I-15,Utah County,I-15 at MP 278,"1/23/24, 6:54 PM",40.373184,-111.808465,Crash
I-80,Summit County,I-80 at MP 142,"1/23/24, 6:27 PM",40.751955,-111.569589,Lane Closure
I-15,Salt Lake County,I-15 at MP 295,"1/23/24, 5:17 PM",40.578741,-111.900284,Crash
SR 39,Weber County,SR 39 at MP 9,"1/23/24, 5:05 PM",41.236707,-111.923062,Debris
I-15,Davis County,I-15 at MP 331,"1/23/24, 4:43 PM",41.066718,-111.970064,Crash
I-15,Davis County,I-15 at MP 313,"1/23/24, 4:33 PM",40.831692,-111.91596,Crash
Bangerter Hwy,Salt Lake County,Bangerter Hwy at MP 21,"1/23/24, 4:10 PM",40.725407,-111.98629,Crash
I-15,Salt Lake County,I-15 at MP 301,"1/23/24, 3:55 PM",40.664677,-111.90152,Crash
SR 39,Weber County,SR 39 at MP 5,"1/23/24, 3:51 PM",41.244447,-111.99682,Crash
SR 28,Sanpete County,SR 28 at MP 6,"1/23/24, 12:45 PM",39.237759,-111.84886,Vehicle Fire
24th St,Weber County,24th St at Washington Blvd,"1/23/24, 12:00 PM",41.22277,-111.971488,Crash
I-15,Salt Lake County,I-15 at MP 309,"1/23/24, 11:47 AM",40.777705,-111.910735,Crash
I-80,Salt Lake County,I-80 at MP 133,"1/23/24, 11:23 AM",40.747119,-111.724705,Stalled Vehicle
