ST_CASE,CITY,DAY,MONTH,YEAR,HOUR,ROUTE,LATITUDE,LONGITUD,REL_ROAD,FATALS,HARM_EV,TWAY_ID,BODY_TYP_1,BODY_TYP_2,BODY_TYP_3,BODY_TYP_4,BODY_TYP_5,BODY_TYP_1_TEXT,BODY_TYP_2_TEXT,BODY_TYP_3_TEXT,BODY_TYP_4_TEXT,BODY_TYP_5_TEXT,HARM_EV_TEXT
490131,0,20,9,2019,11,3,37.70805556,-112.2064972,4,4,31,SR-12,58,,,,,Bus,,,,,Hit object
490239,1970,15,10,2021,8,3,41.71071111,-112.2096444,1,2,12,SR-102,6,63,,,,Car,Heavy truck,,,,Hit other vehicle
490122,380,19,9,2019,12,1,38.65300278,-112.2105111,4,1,31,I-70,80,,,,,Motorcycle,,,,,Hit object
490074,830,21,5,2018,15,2,37.04558056,-112.2113222,1,1,12,US-89,4,66,,,,Car,Semi truck,,,,Hit other vehicle
490089,9997,4,6,2015,15,3,41.71064444,-112.2124556,1,1,12,SR-102,80,20,,,,Motorcycle,Van,,,,Hit other vehicle
490123,0,30,6,2016,14,1,39.16899444,-112.2146056,1,1,12,I-15,4,20,,,,Car,Van,,,,Hit other vehicle
490308,1020,6,11,2021,1,3,40.72198611,-112.2198194,4,1,1,SR-201,4,,,,,Car,,,,,Rollover
490012,0,18,2,2013,0,1,40.72468333,-112.2220194,4,2,34,I-80,2,4,66,,,Car,Car,Semi truck,,,Hit ditch
490211,0,5,10,2016,2,2,38.30269167,-112.2239361,4,1,26,US-89,31,,,,,Pickup truck,,,,,Hit object
490053,0,15,4,2015,18,3,40.7228,-112.2250361,2,1,12,SR-201,14,3,,,,SUV,Car,,,,Hit other vehicle
490182,0,5,11,2012,15,3,40.72277778,-112.2280139,4,1,25,SR-201 RAMP,66,,,,,Semi truck,,,,,Hit object
490225,930,20,10,2020,17,3,39.54460833,-112.2347722,1,2,12,SR-132,14,34,,,,SUV,Pickup truck,,,,Hit other vehicle
490216,0,21,10,2016,5,1,40.71546111,-112.2394472,4,1,25,I-80,4,,,,,Car,,,,,Hit object
490052,0,30,5,2012,16,1,39.136,-112.2400944,2,2,12,I-15,4,66,,,,Car,Semi truck,,,,Hit other vehicle
490133,155,19,7,2021,8,3,37.71772222,-112.24105,1,1,12,SR-12,80,16,,,,Motorcycle,SUV,,,,Hit other vehicle
490061,1260,16,5,2020,10,5,39.72678056,-112.2453139,4,2,1,WEISS HWY,34,,,,,Pickup truck,,,,,Rollover
490103,0,17,6,2015,6,1,40.71106111,-112.2464306,3,1,31,I-80,4,4,,,,Car,Car,,,,Hit object
490119,155,24,7,2020,16,8,37.62012778,-112.2477778,4,1,42,FOREST SERVICE 091,90,,,,,Motorcycle,,,,,Hit object
490184,885,19,6,2022,13,1,40.70819167,-112.2517139,3,1,1,I-80,80,,,,,Motorcycle,,,,,Rollover
490159,885,26,8,2018,17,1,40.70659167,-112.253825,4,1,34,I-80 E,4,,,,,Car,,,,,Hit ditch
490106,0,29,6,2017,18,3,39.96882222,-112.25495,1,1,12,SR-36,2,66,,,,Car,Semi truck,,,,Hit other vehicle
490272,2015,7,11,2020,10,3,39.97999444,-112.2607778,1,1,12,SR-36,4,66,,,,Car,Semi truck,,,,Hit other vehicle
490027,710,7,3,2020,19,1,39.09526111,-112.2637944,4,1,1,I-15,4,,,,,Car,,,,,Rollover
490185,885,27,9,2018,15,3,40.68971667,-112.2647528,1,1,12,SR-36,14,4,4,,,SUV,Car,Car,,,Hit other vehicle
490172,885,27,11,2012,16,3,40.68700278,-112.2672028,1,2,12,SR-36,31,6,14,,,Pickup truck,Car,SUV,,,Hit other vehicle
490199,1880,17,8,2020,17,3,40.29148056,-112.2714222,4,1,1,SR-73,2,,,,,Car,,,,,Rollover
490068,1880,24,4,2018,4,3,40.29173056,-112.2715194,4,1,35,SR-73,4,,,,,Car,,,,,Hit ditch
490093,1940,12,6,2021,11,6,40.5562,-112.2744806,4,1,14,DROUBAY RD,5,,,,,Car,,,,,Hit other vehicle
490009,0,19,2,2012,22,5,40.56718333,-112.2746444,4,1,1,DROUBAY RD,5,,,,,Car,,,,,Rollover
490250,0,24,11,2017,20,5,39.73153611,-112.27515,4,2,1,WEISS HWY,34,,,,,Pickup truck,,,,,Rollover
490166,9997,5,9,2017,7,3,40.01505,-112.2780556,4,1,20,SR-36,14,,,,,SUV,,,,,Hit object
490131,1940,15,11,2013,7,6,40.54366111,-112.2788,1,1,1,VALLEY VIEW DR,80,,,,,Motorcycle,,,,,Rollover
490227,9997,10,12,2019,22,1,41.79215,-112.2832722,4,1,25,I-84,66,,,,,Semi truck,,,,,Hit object
490133,885,7,8,2017,8,3,40.66739167,-112.2846611,1,1,12,SR-36,34,5,,,,Pickup truck,Car,,,,Hit other vehicle
490036,0,9,4,2014,13,1,39.06193056,-112.2850694,3,1,1,I-15,30,,,,,Pickup truck,,,,,Rollover
490023,1865,16,2,2014,15,3,40.64142778,-112.2878889,1,3,12,SR-36,20,14,4,,,Van,SUV,Car,,,Hit other vehicle
490016,1940,18,2,2018,10,6,40.53858056,-112.2880861,4,1,31,400 NORTH,14,,,,,SUV,,,,,Hit object
490225,830,7,11,2018,18,3,37.03931389,-112.2923361,4,1,11,SR-89,14,,,,,SUV,,,,,Hit object
490193,1940,16,12,2012,19,6,40.53065,-112.2926444,1,1,9,PINEHURST AVE,4,,,,,Car,,,,,Hit cyclist
490115,1865,27,6,2018,18,3,40.62376944,-112.2930167,1,1,12,SR-36,34,34,,,,Pickup truck,Pickup truck,,,,Hit other vehicle
490071,425,21,5,2019,0,3,40.621975,-112.2935472,3,1,25,SR-36,34,,,,,Pickup truck,,,,,Hit object
490038,0,23,3,2017,11,1,39.04339167,-112.293625,4,1,31,I-15,34,,,,,Pickup truck,,,,,Hit object
490105,0,14,7,2014,15,3,40.58585,-112.2938972,3,1,25,SR-36,80,4,,,,Motorcycle,Car,,,,Hit object
490209,425,1,11,2017,12,3,40.59640833,-112.2940194,3,1,33,SR-36,14,6,,,,SUV,Car,,,,Hit object
490174,425,20,8,2020,6,3,40.59159167,-112.2941694,2,1,8,SR-36,14,,,,,SUV,,,,,Hit pedestrian
490046,425,27,2,2021,20,3,40.611325,-112.2943167,1,1,12,SR-36,34,34,,,,Pickup truck,Pickup truck,,,,Hit other vehicle
490196,425,14,10,2015,6,3,40.61736111,-112.2946278,1,1,12,SR-36,4,31,,,,Car,Pickup truck,,,,Hit other vehicle
490105,0,26,7,2013,10,2,37.03900278,-112.2947833,4,1,1,US-89,4,,,,,Car,,,,,Rollover
490206,1940,19,10,2016,14,3,40.57290556,-112.295,1,1,12,SR-3,4,3,,,,Car,Car,,,,Hit other vehicle
490269,500,9,11,2021,23,1,39.03973611,-112.2951722,1,1,8,I-15,99,,,,,Other,,,,,Hit pedestrian
490014,1865,18,1,2014,17,3,40.65005556,-112.2974361,1,1,1,SR-138,30,,,,,Pickup truck,,,,,Rollover
490093,1940,30,7,2012,22,3,40.554,-112.2975861,1,1,8,SR-36,20,,,,,Van,,,,,Hit pedestrian
490213,1940,21,11,2017,12,3,40.54257222,-112.2982861,1,1,12,SR-36,20,4,,,,Van,Car,,,,Hit other vehicle
490063,1940,1,5,2015,5,6,40.54478889,-112.2982972,1,1,8,MAIN STREET,31,,,,,Pickup truck,,,,,Hit pedestrian
490223,1940,25,10,2016,20,3,40.53970833,-112.2983278,1,1,8,SR-36,31,,,,,Pickup truck,,,,,Hit pedestrian
490005,1940,12,1,2021,5,3,40.53864167,-112.2983472,1,1,8,SR-36,34,,,,,Pickup truck,,,,,Hit pedestrian
490011,1940,2,2,2015,9,6,40.53853611,-112.2984111,1,1,12,MAIN STREET,3,14,14,14,6,Car,SUV,SUV,SUV,Car,Hit other vehicle
490116,0,9,6,2016,11,1,39.02748056,-112.3009667,1,1,1,I-15,16,,,,,SUV,,,,,Rollover
490264,1940,16,10,2022,0,6,40.55497778,-112.3020667,1,1,1,200 W,80,,,,,Motorcycle,,,,,Rollover
490069,500,26,4,2021,7,1,39.02026667,-112.303875,3,1,1,I-15,2,66,,,,Car,Semi truck,,,,Rollover
490010,0,19,2,2012,7,1,40.66780833,-112.3043667,3,1,1,I-80,32,,,,,Pickup truck,,,,,Rollover
490198,1940,30,10,2017,19,3,40.53101944,-112.3084167,1,1,8,SR-36,14,,,,,SUV,,,,,Hit pedestrian
490071,500,6,5,2021,5,1,39.01160833,-112.3088583,3,1,1,I-15,67,,,,,Pickup truck,,,,,Rollover
490171,1940,16,8,2016,4,6,40.58161389,-112.3158361,4,1,38,2497 NORTH,80,,,,,Motorcycle,,,,,Hit object
490039,0,19,4,2012,18,2,38.13304167,-112.3158583,1,1,11,US-89,80,,,,,Motorcycle,,,,,Hit object
490068,1940,6,6,2014,12,5,40.54151667,-112.3158917,1,1,9,680 W,63,,,,,Heavy truck,,,,,Hit cyclist
490116,1755,1,6,2018,14,1,38.57794722,-112.3164528,5,1,45,I-70,14,,,,,SUV,,,,,Hit other vehicle
490210,1940,11,10,2022,19,3,40.50732222,-112.3177417,1,1,12,SR-36,4,4,,,,Car,Car,,,,Hit other vehicle
490016,1940,8,2,2015,14,6,40.52184167,-112.3207889,5,1,38,CENTURY DRIVE,90,,,,,Motorcycle,,,,,Hit object
490130,1755,2,7,2022,10,1,38.57799444,-112.3229111,3,1,1,I-70,80,,,,,Motorcycle,,,,,Rollover
490205,500,8,11,2017,10,1,38.99245556,-112.3230806,3,1,26,I-15,34,15,,,,Pickup truck,SUV,,,,Hit object
490195,0,27,6,2013,19,3,39.43123611,-112.32335,4,1,32,SR-125,6,,,,,Car,,,,,Hit ditch
490110,1940,22,6,2015,14,6,40.52871111,-112.3253167,2,1,14,TOOELE BLVD,2,,,,,Car,,,,,Hit other vehicle
490072,1940,27,5,2018,21,6,40.34801944,-112.3274472,1,1,1,STARK RD,15,,,,,SUV,,,,,Rollover
490173,0,19,8,2015,0,1,38.98833889,-112.3275139,1,1,12,I-15,4,66,,,,Car,Semi truck,,,,Hit other vehicle
490076,0,26,5,2017,12,1,38.98799722,-112.3279056,1,1,1,I-15,80,,,,,Motorcycle,,,,,Rollover
490074,500,28,2,2021,15,4,38.95616389,-112.3292167,1,1,12,CR-4656,90,90,,,,Motorcycle,Motorcycle,,,,Hit other vehicle
490031,0,8,4,2013,5,2,39.58556944,-112.3325667,4,1,35,US-6,31,,,,,Pickup truck,,,,,Hit ditch
490120,1940,21,7,2014,7,3,40.48534722,-112.3388639,1,1,12,SR-36,4,31,,,,Car,Pickup truck,,,,Hit other vehicle
490235,1940,11,11,2021,3,6,40.54581111,-112.3395694,4,1,30,UTAH AVE,4,,,,,Car,,,,,Hit object
490091,0,31,5,2016,22,3,40.36528889,-112.3417056,4,1,1,SR-73,4,,,,,Car,,,,,Rollover
490176,1940,26,7,2015,15,3,40.54825,-112.3420278,1,1,12,SR-112,4,31,,,,Car,Pickup truck,,,,Hit other vehicle
490021,1940,17,3,2014,6,3,40.54854722,-112.3422611,1,1,8,SR-112,4,,,,,Car,,,,,Hit pedestrian
490116,9997,16,5,2021,16,2,38.06539444,-112.3473722,4,1,1,US-89,4,,,,,Car,,,,,Rollover
490080,500,13,7,2013,13,1,38.95455278,-112.3476417,3,1,57,I-15,31,,,,,Pickup truck,,,,,Hit object
490192,500,12,12,2012,20,1,38.95094722,-112.3498306,4,1,1,I-15 OFF-RAMP,2,,,,,Car,,,,,Rollover
490002,1940,7,1,2022,4,3,40.56060278,-112.3533917,4,1,1,SR-112,14,,,,,SUV,,,,,Rollover
490220,1940,16,10,2022,12,6,40.52915833,-112.3563222,1,1,12,INDUSTRIAL LOOP RD,5,4,,,,Car,Car,,,,Hit other vehicle
490213,1940,25,10,2020,8,3,40.56285833,-112.3582194,1,1,12,SR-112,4,6,,,,Car,Car,,,,Hit other vehicle
490236,610,6,11,2021,4,3,40.62229444,-112.3592722,1,1,12,SR-179,15,63,,,,SUV,Heavy truck,,,,Hit other vehicle
490043,0,31,3,2013,17,5,40.45170833,-112.3608278,2,1,1,SILVER AVE,80,,,,,Motorcycle,,,,,Rollover
490012,0,24,1,2017,15,2,37.03726944,-112.3670611,1,1,12,US-89,34,5,,,,Pickup truck,Car,,,,Hit other vehicle
490025,0,19,2,2015,4,2,37.03721944,-112.3670972,1,1,12,US-89,66,4,,,,Semi truck,Car,,,,Hit other vehicle
490105,610,14,6,2017,6,3,40.61583611,-112.3682417,1,1,12,SR-138,34,66,,,,Pickup truck,Semi truck,,,,Hit other vehicle
490149,90,20,8,2018,10,3,38.31701389,-112.3694028,1,1,5,SR-153,14,,,,,SUV,,,,,Fell out
490026,885,7,3,2019,13,1,40.66599444,-112.3706639,1,1,1,I-80,34,,,,,Pickup truck,,,,,Rollover
490124,610,17,7,2018,11,3,40.60683611,-112.3860056,1,1,12,SR-138,4,39,,,,Car,Pickup truck,,,,Hit other vehicle
490117,1880,12,6,2021,20,3,40.38089167,-112.3867611,4,1,35,SR-36,4,,,,,Car,,,,,Hit ditch
490060,1090,28,4,2018,17,1,38.91098333,-112.3910611,3,1,1,I-15,34,14,,,,Pickup truck,SUV,,,,Rollover
490127,1090,28,7,2018,18,1,38.90936667,-112.39165,4,1,1,I-15,20,,,,,Van,,,,,Rollover
490153,90,6,8,2022,12,8,38.37324722,-112.392925,4,1,1,BIG JOHN FLAT RD,96,,,,,Other,,,,,Rollover
490188,500,31,8,2016,23,7,38.90734444,-112.3944583,4,1,1,WEST FRONTAGE ROAD,31,,,,,Pickup truck,,,,,Rollover
490082,90,20,5,2021,8,3,38.31277778,-112.3958333,1,1,1,SR-153,66,,,,,Semi truck,,,,,Rollover
490219,0,13,11,2015,10,1,41.81515833,-112.3969111,1,1,1,I-84,4,,,,,Car,,,,,Rollover
490116,0,20,7,2012,20,3,40.28142222,-112.3988333,4,1,1,SR-36,31,,,,,Pickup truck,,,,,Rollover
490003,0,26,1,2012,22,3,40.26120556,-112.3998806,5,1,1,SR-36,4,,,,,Car,,,,,Rollover
490201,0,3,10,2016,18,1,40.67484722,-112.4009278,4,1,31,I-80,14,,,,,SUV,,,,,Hit object
490085,500,27,5,2017,1,6,38.93537222,-112.4014417,2,1,1,2800 WEST,2,,,,,Car,,,,,Rollover
490053,1755,26,4,2020,18,1,38.55083611,-112.40155,4,1,31,I-70,6,,,,,Car,,,,,Hit object
490030,0,4,3,2012,5,3,40.60325278,-112.4019556,1,1,12,SR-138,14,4,,,,SUV,Car,,,,Hit other vehicle
490138,2015,22,7,2016,13,3,40.21480556,-112.4064167,1,1,1,SR-36,15,,,,,SUV,,,,,Rollover
490051,500,30,3,2020,11,3,39.03659167,-112.409825,1,1,12,SR-100,4,34,,,,Car,Pickup truck,,,,Hit other vehicle
490107,320,18,6,2018,11,3,39.163625,-112.4100944,1,1,9,SR-50,4,,,,,Car,,,,,Hit cyclist
490176,0,21,10,2014,14,1,41.81683889,-112.4121722,4,1,1,I-84,4,,,,,Car,,,,,Rollover
490003,610,24,1,2013,18,3,40.58695833,-112.4126,1,1,12,SR-112,30,20,31,,,Pickup truck,Van,Pickup truck,,,Hit other vehicle
490099,730,9,6,2016,5,1,41.82003611,-112.4171778,3,1,1,I-84,31,,,,,Pickup truck,,,,,Rollover
490063,0,14,5,2012,17,6,37.94240833,-112.4222889,1,1,12,SANFORD CREEK DR,4,21,,,,Car,Van,,,,Hit other vehicle
490131,1090,8,7,2015,7,1,38.88476667,-112.4226861,1,3,12,I-15,14,4,,,,SUV,Car,,,,Hit other vehicle
490132,1755,9,7,2021,4,1,38.55536389,-112.4238778,3,1,1,I-70,4,,,,,Car,,,,,Rollover
490107,0,6,8,2013,17,2,37.934825,-112.4253778,4,1,1,US-89,14,,,,,SUV,,,,,Rollover
490210,640,29,9,2021,14,3,37.66362222,-112.4259028,2,1,9,SR-89,14,,,,,SUV,,,,,Hit cyclist
490224,610,22,11,2015,11,5,40.58625,-112.4331,4,1,31,WORTHINGTON STREET,4,,,,,Car,,,,,Hit object
490117,1410,8,8,2019,15,3,37.82231111,-112.4356306,1,1,12,SR-143,34,80,,,,Pickup truck,Motorcycle,,,,Hit other vehicle
490255,730,29,12,2015,7,1,41.83946667,-112.4362056,3,1,31,I-84,31,,,,,Pickup truck,,,,,Hit object
490249,1410,18,11,2016,15,3,37.77515278,-112.4437139,4,1,31,SR-143,31,,,,,Pickup truck,,,,,Hit object
490056,300,1,4,2022,22,5,41.47105,-112.4444806,4,2,1,E PROMONTORY RD,14,,,,,SUV,,,,,Rollover
490247,640,26,12,2018,18,3,37.63318056,-112.451175,1,1,12,SR-89,4,14,,,,Car,SUV,,,,Hit other vehicle
490003,0,15,1,2019,10,9,40.65430278,-112.4581667,1,1,8,BURMESTER RD,14,,,,,SUV,,,,,Hit pedestrian
490141,320,21,8,2017,19,2,39.28241944,-112.4612111,1,1,8,US-50,66,,,,,Semi truck,,,,,Hit pedestrian
490084,730,8,4,2022,15,1,41.87026389,-112.4635944,3,1,1,I-84,6,,,,,Car,,,,,Rollover
490117,0,24,8,2012,19,1,38.84941667,-112.4642861,4,1,1,I-15,4,,,,,Car,,,,,Rollover
490252,0,26,11,2016,4,1,40.69295,-112.4671444,1,1,1,I-80,14,,,,,SUV,,,,,Rollover
490138,830,2,8,2018,11,2,37.0264,-112.4698917,1,2,12,US-89,34,80,80,80,80,Pickup truck,Motorcycle,Motorcycle,Motorcycle,Motorcycle,Hit other vehicle
490138,1090,25,7,2021,16,1,38.83263611,-112.4816028,1,8,12,I-15,4,15,4,34,34,Car,SUV,Car,Pickup truck,Pickup truck,Hit other vehicle
490205,1940,30,9,2018,4,1,40.70032778,-112.486975,6,1,1,I-80,4,,,,,Car,,,,,Rollover
490108,0,9,6,2012,18,5,40.48767778,-112.4932806,6,1,32,MORMON TRAIL,1,,,,,Car,,,,,Hit ditch
490165,800,28,8,2020,11,1,38.59035556,-112.493425,3,1,1,I-70,80,,,,,Motorcycle,,,,,Rollover
490135,610,31,7,2021,18,6,40.50225,-112.4950833,4,1,35,MORMON TRAIL RD,15,,,,,SUV,,,,,Hit ditch
490044,20,5,4,2021,0,3,37.51855278,-112.4960167,4,1,31,SR-89,67,,,,,Pickup truck,,,,,Hit object
490067,9997,23,3,2021,21,1,38.60235278,-112.5063278,3,1,1,I-70,34,,,,,Pickup truck,,,,,Rollover
490104,0,13,6,2015,3,1,38.60614167,-112.5083056,4,1,1,I-70,66,,,,,Semi truck,,,,,Rollover
490135,1430,8,7,2022,12,3,38.02376667,-112.5210972,2,1,1,SR-20,80,,,,,Motorcycle,,,,,Rollover
490071,190,30,4,2022,14,3,38.02383611,-112.5213972,4,1,1,SR-20,80,,,,,Motorcycle,,,,,Rollover
490228,0,7,11,2014,18,8,40.75526667,-112.5216583,4,1,35,STANSBURY ISLAND DIKE RD,90,,,,,Motorcycle,,,,,Hit ditch
490036,830,17,4,2019,18,2,37.04295833,-112.5263944,1,1,8,US-89A,61,,,,,Heavy truck,,,,,Hit pedestrian
490141,0,4,9,2014,14,3,37.49637222,-112.5447222,4,1,17,SR-14,80,,,,,Motorcycle,,,,,Hit object
490060,0,21,3,2012,12,1,38.76996111,-112.5501167,3,1,1,I-15,14,,,,,SUV,,,,,Rollover
490155,1430,3,8,2022,6,3,38.04078056,-112.5505806,1,1,1,SR-20,62,,,,,Heavy truck,,,,,Rollover
490185,0,11,10,2012,21,5,37.31125833,-112.5581111,6,1,35,GLENDALE BENCH RD,14,,,,,SUV,,,,,Hit ditch
490111,0,24,6,2015,14,1,38.75458611,-112.5662,2,1,1,I-15,15,,,,,SUV,,,,,Rollover
490123,320,17,7,2017,10,5,39.36919167,-112.5666167,1,1,1,350 E,90,,,,,Motorcycle,,,,,Rollover
490034,0,15,3,2015,19,3,37.49083611,-112.5671861,4,1,42,SR-14,31,,,,,Pickup truck,,,,,Hit object
490138,610,3,9,2019,6,1,40.72506111,-112.5700528,1,1,12,I-80,66,14,,,,Semi truck,SUV,,,,Hit other vehicle
490054,850,3,4,2021,15,1,38.75041389,-112.5708222,1,1,12,I-15,4,67,,,,Car,Pickup truck,,,,Hit other vehicle
490218,320,1,10,2022,12,6,39.31599722,-112.5774333,1,1,12,LONE TREE ROAD,4,4,,,,Car,Car,,,,Hit other vehicle
490019,0,22,2,2012,16,5,39.28681389,-112.5779611,1,1,12,LONE TREE RD,92,31,,,,Farm or construction equipment,Pickup truck,,,,Hit other vehicle
490145,0,1,8,2016,13,1,41.90122222,-112.5801111,3,1,1,I-84,14,,,,,SUV,,,,,Rollover
490105,0,18,6,2016,21,1,41.90281667,-112.581775,1,1,1,I-84,20,,,,,Van,,,,,Rollover
490149,0,2,8,2015,2,1,38.66950556,-112.5881333,4,1,1,I-15,14,1,,,,SUV,Car,,,,Rollover
490124,0,26,8,2013,15,1,38.66924167,-112.5885667,3,1,1,I-15,31,,,,,Pickup truck,,,,,Rollover
490234,1410,2,12,2018,2,3,37.735625,-112.5948694,4,1,1,SR-143,34,,,,,Pickup truck,,,,,Rollover
490201,320,10,9,2022,16,6,39.35223611,-112.5957056,4,1,38,1000 W,14,,,,,SUV,,,,,Hit object
490051,320,1,4,2015,6,6,39.35293611,-112.5958222,1,1,8,1000 W,31,,,,,Pickup truck,,,,,Hit pedestrian
490219,90,3,11,2019,17,5,38.30598889,-112.5962083,4,1,1,TABLE GROUNDS LOOP,34,,,,,Pickup truck,,,,,Rollover
490160,1090,23,11,2019,6,1,38.71795,-112.5982417,4,3,1,I-15,34,,,,,Pickup truck,,,,,Rollover
490215,0,18,11,2017,4,1,38.68475833,-112.6008611,4,1,35,I-15,14,,,,,SUV,,,,,Hit ditch
490199,1430,22,9,2022,11,3,38.06357222,-112.6014583,4,1,17,SR-20,80,,,,,Motorcycle,,,,,Hit object
490167,0,20,11,2012,10,3,37.49882222,-112.6017139,5,1,1,SR-14,15,,,,,SUV,,,,,Rollover
490036,0,31,3,2012,9,1,38.68800556,-112.603675,3,1,31,I-15,14,66,,,,SUV,Semi truck,,,,Hit object
490087,9997,30,5,2015,14,3,40.34336111,-112.6044778,1,1,1,SR-199,80,,,,,Motorcycle,,,,,Rollover
490141,580,5,8,2021,12,2,37.30092778,-112.6060139,1,1,12,US-89,34,15,,,,Pickup truck,SUV,,,,Hit other vehicle
490209,320,1,10,2021,12,2,39.33796389,-112.6064222,1,1,12,US-50 SR6,4,4,67,,,Car,Car,Pickup truck,,,Hit other vehicle
490054,0,18,5,2012,22,1,38.55389444,-112.6079056,4,1,31,I-15,14,,,,,SUV,,,,,Hit object
490261,0,17,12,2016,12,1,38.63801111,-112.6085611,1,1,12,I-15,66,31,31,4,66,Semi truck,Pickup truck,Pickup truck,Car,Semi truck,Hit other vehicle
490064,0,6,5,2017,10,1,38.54425,-112.6086028,1,1,12,I-15,15,66,,,,SUV,Semi truck,,,,Hit other vehicle
490108,0,4,8,2013,8,1,38.61118611,-112.6091667,3,1,1,I-15,31,,,,,Pickup truck,,,,,Rollover
490083,0,1,6,2014,23,1,38.60971111,-112.6091667,4,2,31,I-15,31,,,,,Pickup truck,,,,,Hit object
490269,90,21,10,2022,16,1,38.14822778,-112.6113083,4,1,1,I-15,4,,,,,Car,,,,,Rollover
490055,90,28,4,2020,21,1,38.52688889,-112.6113556,1,1,12,I-15,4,66,,,,Car,Semi truck,,,,Hit other vehicle
490185,0,30,12,2013,14,1,38.49258611,-112.6170889,1,1,1,I-15,14,,,,,SUV,,,,,Rollover
490004,90,3,1,2019,21,1,38.48353611,-112.6171111,1,1,12,I-15,66,4,,,,Semi truck,Car,,,,Hit other vehicle
490038,90,13,4,2020,16,1,38.165075,-112.6205444,3,1,31,I-15,34,,,,,Pickup truck,,,,,Hit object
490140,0,25,7,2016,7,1,41.91651111,-112.6208056,3,2,1,I-84,31,,,,,Pickup truck,,,,,Rollover
490192,90,27,8,2022,17,1,38.16622778,-112.6210917,3,1,57,I-15,34,,,,,Pickup truck,,,,,Hit object
490148,0,7,10,2012,8,5,39.34023611,-112.6248694,5,1,1,SHORELINE DR,4,,,,,Car,,,,,Rollover
490070,0,24,6,2013,14,1,38.13019722,-112.6283333,3,1,1,I-15,14,,,,,SUV,,,,,Rollover
490128,885,22,6,2021,20,1,40.74273889,-112.6315833,1,1,12,I-80,16,63,,,,SUV,Heavy truck,,,,Hit other vehicle
490091,90,22,8,2013,7,6,38.29019722,-112.6413667,1,1,12,1175 N,80,66,,,,Motorcycle,Semi truck,,,,Hit other vehicle
490233,320,1,12,2017,0,5,39.32342222,-112.6436333,4,1,1,2000 S,4,,,,,Car,,,,,Rollover
490238,0,25,7,2016,2,1,40.74489722,-112.6444083,4,1,43,I-80,4,,,,,Car,,,,,Hit object
490089,1400,2,6,2018,14,2,37.27305556,-112.6464111,1,2,12,US-89,80,40,,,,Motorcycle,Light truck,,,,Hit other vehicle
490217,90,4,11,2015,18,1,38.23622222,-112.6499611,1,2,12,I-15,66,20,,,,Semi truck,Van,,,,Hit other vehicle
490143,90,20,5,2019,13,1,38.27566667,-112.6502722,4,1,25,I-15,15,,,,,SUV,,,,,Hit object
490272,90,11,12,2022,18,1,38.25791111,-112.6502972,1,2,12,I-15,14,4,,,,SUV,Car,,,,Hit other vehicle
490008,90,8,1,2021,17,6,38.27818333,-112.6503611,10,1,38,300 N,5,21,,,,Car,Van,,,,Hit object
490169,1400,20,11,2012,6,2,37.26960556,-112.6505528,6,1,43,US-89,14,,,,,SUV,,,,,Hit object
490093,700,19,7,2019,8,3,39.33076389,-112.6522,1,1,12,SR-6,34,67,,,,Pickup truck,Pickup truck,,,,Hit other vehicle
490136,700,7,10,2013,20,3,39.33123611,-112.652425,1,1,1,SR-257,80,,,,,Motorcycle,,,,,Rollover
490108,1400,25,8,2019,15,2,37.26506667,-112.6536083,1,1,1,US-89,34,,,,,Pickup truck,,,,,Rollover
490125,0,8,7,2016,14,5,37.74493611,-112.6537528,2,1,1,HORSEVALLEY,90,,,,,Motorcycle,,,,,Rollover
490005,0,12,1,2014,12,1,38.39908056,-112.6552833,4,1,35,I-15,4,,,,,Car,,,,,Hit ditch
490147,1780,17,8,2018,11,1,41.93681389,-112.6556694,4,1,31,I-84,14,,,,,SUV,,,,,Hit object
490146,0,1,10,2013,23,1,38.39908056,-112.6566556,3,2,1,I-15,14,,,,,SUV,,,,,Rollover
490047,0,12,4,2016,5,2,37.18869722,-112.6575667,4,1,24,US-89,31,,,,,Pickup truck,,,,,Hit object
490221,9997,16,10,2020,2,3,37.52369167,-112.6590278,4,1,1,SR-14,96,,,,,Other,,,,,Rollover
490183,0,22,10,2014,22,1,38.38333889,-112.6611194,4,1,59,I-15,31,,,,,Pickup truck,,,,,Hit object
490087,0,3,8,2013,16,2,37.19532222,-112.6617944,2,1,1,US-89,80,,,,,Motorcycle,,,,,Rollover
490064,1780,21,5,2019,6,1,41.95395,-112.6749528,4,1,1,I-84,4,,,,,Car,,,,,Rollover
490197,0,26,12,2012,13,2,37.20386667,-112.6765583,1,1,12,US-89,14,31,,,,SUV,Pickup truck,,,,Hit other vehicle
490202,0,20,10,2016,15,6,40.70193889,-112.6788861,4,1,35,LANDMARK DR,20,,,,,Van,,,,,Hit ditch
490106,1780,23,6,2018,23,1,41.95901667,-112.6872,2,1,1,I-84,2,,,,,Car,,,,,Rollover
490171,0,11,11,2013,16,3,38.07124722,-112.6875778,4,1,1,SR-20,66,,,,,Semi truck,,,,,Rollover
490052,1430,28,3,2021,15,1,38.05882222,-112.6953667,1,1,12,I-15,34,6,4,,,Pickup truck,Car,Car,,,Hit other vehicle
490039,1430,13,4,2019,5,1,38.05658889,-112.6967333,1,1,12,I-15,3,66,14,,,Car,Semi truck,SUV,,,Hit other vehicle
490157,0,5,8,2016,0,3,37.21958056,-112.6984556,4,1,35,SR-9,30,,,,,Pickup truck,,,,,Hit ditch
